ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2
932;0,5486;-0,0944;-5853,0537;3245,5311;0,0000;default broker;27507,3022;0,0000;0,0000;15252,8594;15252,8594;-0,0000;COLDPOWER22;-12586,6230;0,0000;0,0000;-6979,3101;-6979,3101;-0,0000;VidyutVanika;-20773,7329;11589,7536;5853,0537;-11519,0805;-11519,0805;3245,5311
933;0,3998;-0,0749;-1695,2078;680,6241;0,0000;default broker;26894,1158;0,0000;0,0000;10797,9578;10797,9578;-0,0000;COLDPOWER22;-10830,4550;0,0000;0,0000;-4348,4157;-4348,4157;-0,0000;VidyutVanika;-17758,8686;9828,9083;1695,2078;-7130,1661;-7130,1661;680,6241
934;0,3575;-0,0727;-8514,2694;3116,0478;0,0000;default broker;26571,0693;0,0000;0,0000;9724,4659;9724,4659;-0,0000;COLDPOWER22;-10211,6240;0,0000;0,0000;-3737,2448;-3737,2448;-0,0000;VidyutVanika;-24873,7147;10592,2541;8514,2694;-9103,2690;-9103,2690;3116,0478
935;0,4670;-0,0835;-15589,4058;7523,1662;2681,7376;default broker;25668,3190;0,0000;0,0000;12387,0681;12387,0681;-0,0000;COLDPOWER22;-13155,8150;0,0000;0,0000;-6348,7592;-6348,7592;-0,0000;VidyutVanika;-28101,9098;9915,7664;9915,7664;-13561,4752;-13561,4752;4841,4286
936;0,3828;-0,0730;-19929,2126;8025,4676;3653,1744;default broker;24892,1579;0,0000;0,0000;10024,0392;10024,0392;-0,0000;COLDPOWER22;-13590,8950;0,0000;0,0000;-5473,0355;-5473,0355;-0,0000;VidyutVanika;-31230,4756;10611,9517;10611,9517;-12576,4713;-12576,4713;4372,2933
937;0,4780;-0,0643;-24034,8619;12065,3223;9123,6904;default broker;22275,8949;0,0000;0,0000;11182,3339;11182,3339;-0,0000;COLDPOWER22;-13089,2250;0,0000;0,0000;-6570,6938;-6570,6938;-0,0000;VidyutVanika;-33221,5319;5652,9130;5652,9130;-16676,9624;-16676,9624;2941,6319
938;0,3222;-0,0627;-13924,9272;4680,6000;3078,9718;default broker;20460,3601;0,0000;0,0000;6877,3618;6877,3618;-0,0000;COLDPOWER22;-1517,8370;0,0000;0,0000;-510,1921;-510,1921;-0,0000;VidyutVanika;-32867,4503;4636,7669;4636,7669;-11047,7697;-11047,7697;1601,6282
939;0,3388;-0,0688;-13368,6805;4708,3512;3389,1016;default broker;18538,6001;0,0000;0,0000;6529,1589;6529,1589;-0,0000;COLDPOWER22;-1586,1170;0,0000;0,0000;-558,6188;-558,6188;-0,0000;VidyutVanika;-30321,1636;3645,1800;3645,1800;-10678,8913;-10678,8913;1319,2496
940;0,4213;-0,0676;-4444,2474;1892,2302;1160,5482;default broker;16742,0724;0,0000;0,0000;7128,2834;7128,2834;-0,0000;COLDPOWER22;1190,6689;0,0000;0,0000;506,9519;506,9519;-0,0000;VidyutVanika;-22376,9887;1707,5131;1707,5131;-9527,4654;-9527,4654;731,6820
941;0,4269;-0,0633;10466,7833;553,1454;193,1626;default broker;15817,2079;0,0000;0,0000;-835,9031;835,9031;-0,0000;COLDPOWER22;11758,1715;0,0000;0,0000;-621,3923;621,3923;-0,0000;VidyutVanika;-17108,5961;-7252,7899;-7252,7899;904,1500;-904,1500;-359,9828
942;0,4385;-0,0612;8902,2911;465,6404;91,7777;default broker;13481,2577;0,0000;0,0000;-705,1464;705,1464;-0,0000;COLDPOWER22;12195,2606;0,0000;0,0000;-637,8815;637,8815;-0,0000;VidyutVanika;-16774,2272;-7364,2012;-7364,2012;877,3875;-877,3875;-373,8628
943;0,5168;-0,0850;43764,8033;1805,8263;1792,1381;default broker;12075,6949;0,0000;0,0000;-498,2681;490,7144;-0,0000;COLDPOWER22;24111,8122;0,0000;0,0000;-994,9032;979,8204;-0,0000;VidyutVanika;7577,2962;-5157,0236;-5157,0236;-312,6549;312,6549;-13,6882
944;0,3735;-0,0685;51868,5678;860,7857;1014,8678;default broker;10067,9830;0,0000;0,0000;-167,0834;226,8998;-0,0000;COLDPOWER22;32959,1720;0,0000;0,0000;-546,9745;742,7933;-0,0000;VidyutVanika;8841,4128;-5107,9627;-5107,9627;-146,7278;146,7278;154,0821
945;0,3443;-0,0623;56646,0045;320,1095;512,0948;default broker;9562,7823;0,0000;0,0000;-54,0398;118,8604;-0,0000;COLDPOWER22;36738,4665;0,0000;0,0000;-207,6110;456,6399;-0,0000;VidyutVanika;10344,7557;-4093,3646;-4093,3646;-58,4588;58,4588;191,9853
946;0,4090;-0,0643;47245,3061;806,6811;921,6365;default broker;9098,9434;0,0000;0,0000;-155,3582;199,6366;-0,0000;COLDPOWER22;34039,7920;0,0000;0,0000;-581,2061;746,8545;-0,0000;VidyutVanika;4106,5707;-4473,3882;-4473,3882;-70,1169;70,1169;114,9554
947;0,4354;-0,0607;52946,0120;411,5865;620,4786;default broker;9650,4353;0,0000;0,0000;-75,0196;151,1689;-0,0000;COLDPOWER22;42463,1219;0,0000;0,0000;-330,0956;665,1620;-0,0000;VidyutVanika;832,4548;-5229,8237;-5229,8237;-6,4713;6,4713;208,8922
948;0,4099;-0,0640;36650,5721;1000,7279;1022,5641;default broker;10963,4183;0,0000;0,0000;-299,3514;312,4152;-0,0000;COLDPOWER22;24871,1112;0,0000;0,0000;-679,0949;708,7310;-0,0000;VidyutVanika;816,0426;-4700,6951;-4700,6951;-22,2817;22,2817;21,8362
949;0,3235;-0,0551;18448,2687;676,2989;619,9370;default broker;12354,9503;0,0000;0,0000;-452,9227;452,9227;-0,0000;COLDPOWER22;19027,6651;0,0000;0,0000;-697,5391;697,5391;-0,0000;VidyutVanika;-12934,3467;-2695,8621;-2695,8621;474,1629;-474,1629;-56,3618
950;0,3609;-0,0630;27146,6255;974,1049;937,5542;default broker;14140,8276;0,0000;0,0000;-507,4166;507,4166;-0,0000;COLDPOWER22;30610,3580;0,0000;0,0000;-1098,3943;1098,3943;-0,0000;VidyutVanika;-17604,5601;-3090,4670;-3090,4670;631,7061;-631,7061;-36,5508
951;0,3142;-0,0603;18229,9997;766,1715;734,1348;default broker;17927,7089;0,0000;0,0000;-753,4668;753,4668;-0,0000;COLDPOWER22;16059,7840;0,0000;0,0000;-674,9615;674,9615;-0,0000;VidyutVanika;-15757,4931;-1277,6022;-1277,6022;662,2568;-662,2568;-32,0367
952;0,3512;-0,0518;23125,0500;661,9970;659,7979;default broker;20571,8896;0,0000;0,0000;-588,9081;588,9081;-0,0000;COLDPOWER22;13883,1730;0,0000;0,0000;-397,4313;397,4313;-0,0000;VidyutVanika;-11330,0127;-374,2425;-374,2425;324,3424;-324,3424;-2,1991
953;0,3794;-0,0520;26783,4255;674,6460;674,9187;default broker;21861,2712;0,0000;0,0000;-550,6622;551,1074;-0,0000;COLDPOWER22;-925,6950;0,0000;0,0000;23,3173;-23,3361;-0,0000;VidyutVanika;5847,8493;-194,8711;-194,8711;-147,3011;147,3011;0,2727
954;0,3545;-0,0525;17858,7556;618,6293;606,7912;default broker;22479,6646;0,0000;0,0000;-778,6980;778,6980;-0,0000;COLDPOWER22;-2160,1230;0,0000;0,0000;74,8269;-71,9631;-0,0000;VidyutVanika;-2460,7860;-678,0321;-678,0321;85,2419;-85,2419;-11,8380
955;0,2699;-0,0481;39842,5701;327,5438;335,6183;default broker;24727,6963;0,0000;0,0000;-203,2852;203,2852;-0,0000;COLDPOWER22;16291,3245;0,0000;0,0000;-133,9302;133,9302;-0,0000;VidyutVanika;-1176,4507;-257,4425;-257,4425;9,6715;-9,6715;8,0745
956;0,3091;-0,0428;16516,0713;433,2981;427,5526;default broker;25791,5021;0,0000;0,0000;-676,6384;676,6384;-0,0000;COLDPOWER22;-1113,4930;0,0000;0,0000;29,2124;-28,4377;-0,0000;VidyutVanika;-8161,9378;-559,0122;-559,0122;214,1279;-214,1279;-5,7455
957;0,4684;-0,0438;11593,5560;373,4058;370,9548;default broker;25292,3621;0,0000;0,0000;-814,6176;814,6176;-0,0000;COLDPOWER22;-969,8270;0,0000;0,0000;31,2362;-30,8262;-0,0000;VidyutVanika;-12728,9791;-118,2211;-118,2211;409,9756;-409,9756;-2,4510
958;0,5492;-0,0395;-952,9969;524,3281;0,0000;default broker;25129,7140;0,0000;0,0000;13826,0829;13826,0829;-0,0000;COLDPOWER22;-937,7970;0,0000;0,0000;-515,9652;-515,9652;-0,0000;VidyutVanika;-25144,9139;10476,0543;952,9969;-13834,4457;-13834,4457;524,3281
959;0,4100;-0,0404;-4079,7778;1689,2781;0,0000;default broker;24624,0962;0,0000;0,0000;10195,8853;10195,8853;-0,0000;COLDPOWER22;-980,0670;0,0000;0,0000;-405,8078;-405,8078;-0,0000;VidyutVanika;-27723,8070;10828,9097;4079,7778;-11479,3556;-11479,3556;1689,2781
960;0,4697;-0,0926;-6449,1928;3071,0345;0,0000;default broker;23417,0583;0,0000;0,0000;11150,9448;11150,9448;-0,0000;COLDPOWER22;-1063,6570;0,0000;0,0000;-506,5017;-506,5017;-0,0000;VidyutVanika;-28802,5941;9657,5296;6449,1928;-13715,4775;-13715,4775;3071,0345
961;0,3608;-0,0750;-16701,8366;6305,6795;4129,1095;default broker;21185,2997;0,0000;0,0000;7998,3844;7998,3844;-0,0000;COLDPOWER22;-938,9470;0,0000;0,0000;-354,4939;-354,4939;-0,0000;VidyutVanika;-36948,1893;5600,3990;5600,3990;-13949,5701;-13949,5701;2176,5700
962;0,2474;-0,0621;-18320,8897;4868,5242;4868,5242;default broker;19816,3563;0,0000;0,0000;5265,9239;5265,9239;-0,0000;COLDPOWER22;-1231,8270;0,0000;0,0000;-327,3411;-327,3411;-0,0000;VidyutVanika;-36905,4190;3349,4414;0,0000;-9807,1071;-9807,1071;-0,0000
963;0,3015;-0,0717;-24258,6227;7902,1533;6928,3314;default broker;18453,9314;0,0000;0,0000;6011,2974;6011,2974;-0,0000;COLDPOWER22;-1319,2570;0,0000;0,0000;-429,7429;-429,7429;-0,0000;VidyutVanika;-41393,2971;2804,7866;2804,7866;-13483,7078;-13483,7078;973,8219
964;0,2727;-0,0626;-1690,2306;463,7724;463,7724;default broker;16852,5146;0,0000;0,0000;4624,0620;4624,0620;-0,0000;COLDPOWER22;-1808,2370;0,0000;0,0000;-496,1515;-496,1515;-0,0000;VidyutVanika;-16734,5083;1733,7960;0,0000;-4591,6830;-4591,6830;-0,0000
965;0,4953;-0,1063;4392,2705;447,7020;-0,0000;default broker;16638,2958;0,0000;0,0000;-1695,9336;1154,8160;-0,0000;COLDPOWER22;-2215,4970;0,0000;0,0000;225,8246;225,8246;-0,0000;VidyutVanika;-10030,5283;-7311,0443;-4392,2705;1022,4070;-696,1900;-447,7020
966;0,3359;-0,0747;-1250,6179;421,5966;0,0000;default broker;14130,0619;0,0000;0,0000;4763,3940;4763,3940;-0,0000;COLDPOWER22;-355,6470;0,0000;0,0000;-119,8924;-119,8924;-0,0000;VidyutVanika;-15025,0328;3617,2574;1250,6179;-5065,0982;-5065,0982;421,5966
967;0,4159;-0,0933;25969,1957;1749,2101;1472,0955;default broker;11983,0062;0,0000;0,0000;-807,1407;551,4019;-0,0000;COLDPOWER22;8711,8230;0,0000;0,0000;-586,8033;400,8773;-0,0000;VidyutVanika;5274,3665;-5864,5524;-5864,5524;-355,2661;355,2661;-277,1146
968;0,4617;-0,1016;30373,3278;2164,2619;1866,3418;default broker;10336,3918;0,0000;0,0000;-736,5232;533,7519;-0,0000;COLDPOWER22;19313,0360;0,0000;0,0000;-1376,1570;997,2890;-0,0000;VidyutVanika;723,9000;-6312,5882;-6312,5882;-51,5817;51,5817;-297,9201
969;0,4971;-0,0927;36263,3431;2047,6376;1879,4447;default broker;9365,2076;0,0000;0,0000;-528,8137;441,9402;-0,0000;COLDPOWER22;18487,8541;0,0000;0,0000;-1043,9309;872,4340;-0,0000;VidyutVanika;8410,2813;-6337,3820;-6337,3820;-474,8930;474,8930;-168,1929
970;0,4168;-0,0895;30078,2972;1787,0591;1587,6451;default broker;9164,4431;0,0000;0,0000;-544,4923;422,9749;-0,0000;COLDPOWER22;13922,2680;0,0000;0,0000;-827,1717;642,5671;-0,0000;VidyutVanika;6991,5861;-5692,9517;-5692,9517;-415,3951;415,3951;-199,4140
971;0,2552;-0,0634;51145,1925;626,7738;810,1617;default broker;9506,8175;0,0000;0,0000;-116,5041;184,6800;-0,0000;COLDPOWER22;37862,8570;0,0000;0,0000;-464,0015;735,5262;-0,0000;VidyutVanika;3775,5179;-5490,7069;-5490,7069;-46,2682;46,2682;183,3879
972;0,3840;-0,0845;44233,6083;1778,9330;1777,5962;default broker;10994,3304;0,0000;0,0000;-442,1565;441,4920;-0,0000;COLDPOWER22;32583,5292;0,0000;0,0000;-1310,4044;1308,4349;-0,0000;VidyutVanika;655,7487;-4325,8592;-4325,8592;-26,3721;26,3721;-1,3368
973;0,2355;-0,0627;20113,7548;856,5576;794,3252;default broker;12662,6180;0,0000;0,0000;-539,2460;539,2460;-0,0000;COLDPOWER22;29079,3970;0,0000;0,0000;-1238,3655;1238,3655;-0,0000;VidyutVanika;-21628,2602;-2492,8159;-2492,8159;921,0539;-921,0539;-62,2325
974;0,3391;-0,0730;2505,8206;176,7470;-0,0000;default broker;14220,6819;0,0000;0,0000;-1003,0497;1003,0497;-0,0000;COLDPOWER22;8721,1196;0,0000;0,0000;-615,1404;615,1404;-0,0000;VidyutVanika;-20435,9810;-2723,3740;-2505,8206;1441,4431;-1441,4431;-176,7470
975;0,2638;-0,0626;10318,4834;539,2536;474,4647;default broker;17078,7967;0,0000;0,0000;-892,5539;892,5539;-0,0000;COLDPOWER22;10950,0670;0,0000;0,0000;-572,2608;572,2608;-0,0000;VidyutVanika;-17710,3803;-1491,6603;-1491,6603;925,5611;-925,5611;-64,7889
976;0,2571;-0,0355;19746,3143;310,7859;313,8856;default broker;20185,8528;0,0000;0,0000;-317,7038;317,7038;-0,0000;COLDPOWER22;8033,4670;0,0000;0,0000;-126,4382;126,4382;-0,0000;VidyutVanika;-8473,0055;-1047,0755;-1047,0755;133,3561;-133,3561;3,0997
977;0,3443;-0,0818;21758,6168;1306,3628;1276,6663;default broker;20648,3987;0,0000;0,0000;-1239,7066;1183,3441;-0,0000;COLDPOWER22;-2352,7930;0,0000;0,0000;141,2590;-134,8368;-0,0000;VidyutVanika;3463,0111;-760,6508;-760,6508;-207,9153;207,9153;-29,6965
978;0,4265;-0,0902;14030,2260;1068,5476;1028,5244;default broker;21414,8709;0,0000;0,0000;-1630,9651;1630,9651;-0,0000;COLDPOWER22;-3728,7030;0,0000;0,0000;283,9795;-262,7062;-0,0000;VidyutVanika;-3655,9419;-637,6383;-637,6383;278,4380;-278,4380;-40,0232
979;0,3379;-0,0798;19460,2364;1174,6632;1154,2836;default broker;23337,3614;0,0000;0,0000;-1408,6951;1408,6951;-0,0000;COLDPOWER22;2090,9270;0,0000;0,0000;-126,2130;126,2130;-0,0000;VidyutVanika;-5968,0521;-492,3281;-492,3281;360,2449;-360,2449;-20,3796
980;0,4153;-0,0851;10797,0738;802,0942;783,1112;default broker;24923,9206;0,0000;0,0000;-1851,5510;1851,5510;-0,0000;COLDPOWER22;-1678,2330;0,0000;0,0000;124,6728;-118,7715;-0,0000;VidyutVanika;-12448,6137;-297,5925;-297,5925;924,7840;-924,7840;-18,9830
981;0,2554;-0,0657;20254,4499;921,1189;911,1393;default broker;24292,6229;0,0000;0,0000;-1104,7643;1104,7643;-0,0000;COLDPOWER22;9559,8977;0,0000;0,0000;-434,7589;434,7589;-0,0000;VidyutVanika;-13598,0707;-389,6353;-389,6353;618,4043;-618,4043;-9,9795
982;0,3883;-0,0806;535,5277;42,8655;4,2812;default broker;23999,5576;0,0000;0,0000;-1921,0083;1921,0083;-0,0000;COLDPOWER22;-1275,3170;0,0000;0,0000;102,0808;81,6901;-0,0000;VidyutVanika;-22188,7129;-482,3622;-482,3622;1776,0619;-1776,0619;-38,5843
983;0,3001;-0,0658;2195,6433;139,5433;123,6806;default broker;23731,8395;0,0000;0,0000;-1508,2679;1508,2679;-0,0000;COLDPOWER22;5658,1234;0,0000;0,0000;-359,5999;359,5999;-0,0000;VidyutVanika;-27194,3196;-257,4425;-257,4425;1728,3245;-1728,3245;-15,8627
984;0,2913;-0,0704;-4582,2540;1355,6827;0,0000;default broker;22084,7141;0,0000;0,0000;6533,8726;6533,8726;-0,0000;COLDPOWER22;7084,8861;0,0000;0,0000;2096,0988;2096,0988;-0,0000;VidyutVanika;-33751,8542;12502,8979;4582,2540;-9985,6541;-9985,6541;1355,6827
985;0,2562;-0,0640;-13614,7394;3673,0656;3334,4247;default broker;19934,5066;0,0000;0,0000;5378,0501;5378,0501;-0,0000;COLDPOWER22;6508,9753;0,0000;0,0000;1756,0302;1756,0302;-0,0000;VidyutVanika;-40058,2214;8527,4400;1200,0000;-10807,1458;-10807,1458;338,6408
986;0,3309;-0,0758;-9462,0148;3220,1447;1424,1262;default broker;18703,8731;0,0000;0,0000;6365,3650;6365,3650;-0,0000;COLDPOWER22;-3538,4070;0,0000;0,0000;-1204,2026;-1204,2026;-0,0000;VidyutVanika;-24627,4809;5212,3008;5212,3008;-8381,3071;-8381,3071;1796,0185
987;0,3247;-0,0749;-5397,1476;1781,4270;1147,5211;default broker;17187,6036;0,0000;0,0000;5673,0819;5673,0819;-0,0000;COLDPOWER22;-3688,6670;0,0000;0,0000;-1217,5118;-1217,5118;-0,0000;VidyutVanika;-18896,0842;1900,3968;1900,3968;-6236,9971;-6236,9971;633,9058
988;0,3130;-0,0734;-2483,3201;783,4887;307,6881;default broker;16481,9333;0,0000;0,0000;5200,0578;5200,0578;-0,0000;COLDPOWER22;-5145,7170;0,0000;0,0000;-1623,4762;-1623,4762;-0,0000;VidyutVanika;-13819,5364;1503,4126;1503,4126;-4360,0703;-4360,0703;475,8006
989;0,3490;-0,0787;2392,3713;182,6468;-0,0000;default broker;16013,7332;0,0000;0,0000;-1222,5765;1222,5765;-0,0000;COLDPOWER22;-4523,5348;0,0000;0,0000;345,3515;345,3515;-0,0000;VidyutVanika;-9097,8271;-7984,4685;-2392,3713;694,5782;-694,5782;-182,6468
990;0,3478;-0,0783;-731,3218;254,9096;0,0000;default broker;13494,0158;0,0000;0,0000;4703,4749;4703,4749;-0,0000;COLDPOWER22;-3410,0770;0,0000;0,0000;-1188,6166;-1188,6166;-0,0000;VidyutVanika;-10815,2606;3427,1792;731,3218;-3769,7678;-3769,7678;254,9096
991;0,2884;-0,0650;24021,1822;984,8331;863,3245;default broker;11735,5413;0,0000;0,0000;-481,1399;362,4139;-0,0000;COLDPOWER22;8029,7180;0,0000;0,0000;-329,2066;247,9717;-0,0000;VidyutVanika;4255,9229;-5424,1332;-5424,1332;-174,4866;174,4866;-121,5086
992;0,3235;-0,0783;28915,5855;1428,8178;1285,3137;default broker;8594,4112;0,0000;0,0000;-424,6792;339,3734;-0,0000;COLDPOWER22;14438,3310;0,0000;0,0000;-713,4472;570,1363;-0,0000;VidyutVanika;5882,8433;-5516,3762;-5516,3762;-290,6914;290,6914;-143,5041
993;0,3542;-0,0770;26508,2375;1339,3880;1163,6931;default broker;9196,2839;0,0000;0,0000;-464,6628;342,7581;-0,0000;COLDPOWER22;13942,1857;0,0000;0,0000;-704,4601;519,6443;-0,0000;VidyutVanika;3369,7679;-5876,8905;-5876,8905;-170,2651;170,2651;-175,6949
994;0,3497;-0,0762;38057,1409;1452,9634;1430,2677;default broker;8915,9938;0,0000;0,0000;-340,3990;340,3990;-0,0000;COLDPOWER22;30786,8938;0,0000;0,0000;-1175,3965;1175,3965;-0,0000;VidyutVanika;-1645,7467;-4703,7239;-4703,7239;62,8321;-62,8321;-22,6957
995;0,3645;-0,0775;27257,7793;1370,7939;1244,9385;default broker;8114,2607;0,0000;0,0000;-408,0662;333,1354;-0,0000;COLDPOWER22;18938,0493;0,0000;0,0000;-952,3946;777,5120;-0,0000;VidyutVanika;205,4694;-4561,0842;-4561,0842;-10,3331;10,3331;-125,8554
996;0,2984;-0,0703;42391,2588;1182,4980;1231,6260;default broker;9083,2240;0,0000;0,0000;-253,3752;253,3752;-0,0000;COLDPOWER22;36618,3130;0,0000;0,0000;-1021,4625;1021,4625;-0,0000;VidyutVanika;-3310,2782;-5402,0159;-5402,0159;92,3397;-92,3397;49,1280
997;0,1610;-0,0540;26653,2303;728,0001;723,8977;default broker;12531,4272;0,0000;0,0000;-342,2805;342,2805;-0,0000;COLDPOWER22;31452,7440;0,0000;0,0000;-859,0929;859,0929;-0,0000;VidyutVanika;-17330,9409;-1721,9356;-1721,9356;473,3733;-473,3733;-4,1025
998;0,2222;-0,0546;16630,2031;631,9088;567,8436;default broker;13832,1983;0,0000;0,0000;-525,5911;525,5911;-0,0000;COLDPOWER22;18128,8570;0,0000;0,0000;-688,8541;688,8541;-0,0000;VidyutVanika;-15330,8522;-2665,7001;-2665,7001;582,5365;-582,5365;-64,0652
999;0,3028;-0,0734;10218,0206;645,4265;628,9503;default broker;15361,6799;0,0000;0,0000;-970,3284;970,3284;-0,0000;COLDPOWER22;9282,0445;0,0000;0,0000;-586,3051;586,3051;-0,0000;VidyutVanika;-14425,7039;-309,3721;-309,3721;911,2070;-911,2070;-16,4762
1000;0,1461;-0,0421;15572,3908;412,6560;407,2846;default broker;19479,6842;0,0000;0,0000;-516,1962;516,1962;-0,0000;COLDPOWER22;7626,4769;0,0000;0,0000;-202,0956;202,0956;-0,0000;VidyutVanika;-11533,7702;-471,2579;-471,2579;305,6357;-305,6357;-5,3714
1001;0,2321;-0,0373;25844,6283;295,4074;313,6262;default broker;19654,2692;0,0000;0,0000;-224,6508;224,6508;-0,0000;COLDPOWER22;11930,6926;0,0000;0,0000;-136,3694;136,3694;-0,0000;VidyutVanika;-5740,3335;-1399,8683;-1399,8683;65,6128;-65,6128;18,2188
1002;0,2102;-0,0351;18714,9408;307,0960;307,5826;default broker;20598,0300;0,0000;0,0000;-337,9958;337,9958;-0,0000;COLDPOWER22;4691,5630;0,0000;0,0000;-76,9845;76,9845;-0,0000;VidyutVanika;-6574,6521;-235,0211;-235,0211;107,8843;-107,8843;0,4867
1003;0,1936;-0,0544;17471,8389;644,8984;631,5693;default broker;22411,1159;0,0000;0,0000;-827,2107;827,2107;-0,0000;COLDPOWER22;5660,4884;0,0000;0,0000;-208,9328;208,9328;-0,0000;VidyutVanika;-10599,7653;-663,0703;-663,0703;391,2451;-391,2451;-13,3290
1004;0,3057;-0,0690;10545,8072;616,3369;598,2714;default broker;23543,5628;0,0000;0,0000;-1375,9750;1375,9750;-0,0000;COLDPOWER22;5070,4958;0,0000;0,0000;-296,3390;296,3390;-0,0000;VidyutVanika;-18068,2514;-374,2425;-374,2425;1055,9770;-1055,9770;-18,0655
1005;0,2963;-0,0701;-4875,2676;1468,2090;0,0000;default broker;22704,0381;0,0000;0,0000;6837,4243;6837,4243;-0,0000;COLDPOWER22;-2517,6169;0,0000;0,0000;-758,1918;-758,1918;-0,0000;VidyutVanika;-25061,6888;9679,2290;4875,2676;-7547,4415;-7547,4415;1468,2090
1006;0,2571;-0,0558;6618,2593;325,5589;240,9284;default broker;23149,3033;0,0000;0,0000;-1138,7378;1138,7378;-0,0000;COLDPOWER22;3471,1567;0,0000;0,0000;-170,7497;170,7497;-0,0000;VidyutVanika;-20002,2008;-1902,8512;-1902,8512;983,9286;-983,9286;-84,6305
1007;0,2571;-0,0534;1684,6034;87,0577;67,0727;default broker;22608,6353;0,0000;0,0000;-1168,3790;1168,3790;-0,0000;COLDPOWER22;4455,0461;0,0000;0,0000;-230,2298;230,2298;-0,0000;VidyutVanika;-25379,0779;-396,6026;-396,6026;1311,5512;-1311,5512;-19,9850
1008;0,2671;-0,0678;-15779,5498;4463,7453;0,0000;default broker;22128,4030;0,0000;0,0000;6259,7194;6259,7194;-0,0000;COLDPOWER22;3906,5252;0,0000;0,0000;1105,0843;1105,0843;-0,0000;VidyutVanika;-41814,4780;11382,8234;1200,0000;-11828,5490;-11828,5490;356,9535
1009;0,2297;-0,0469;-8232,6428;1958,6675;1664,7306;default broker;19739,3760;0,0000;0,0000;4696,2895;4696,2895;-0,0000;COLDPOWER22;3589,8515;0,0000;0,0000;854,0788;854,0788;-0,0000;VidyutVanika;-31561,8703;6724,6770;1200,0000;-7509,0357;-7509,0357;293,9369
1010;0,2000;-0,0501;-10194,3963;2142,6861;2077,5530;default broker;17848,2881;0,0000;0,0000;3751,4020;3751,4020;-0,0000;COLDPOWER22;3005,4728;0,0000;0,0000;631,6985;631,6985;-0,0000;VidyutVanika;-31048,1571;2917,2010;295,9500;-6525,7865;-6525,7865;65,1330
1011;0,2695;-0,0620;-7329,3519;2028,6814;2028,6814;default broker;16262,4094;0,0000;0,0000;4501,2502;4501,2502;-0,0000;COLDPOWER22;2656,0360;0,0000;0,0000;735,1606;735,1606;-0,0000;VidyutVanika;-26247,7973;2157,8014;0,0000;-7265,0922;-7265,0922;-0,0000
1012;0,2314;-0,0521;-8257,9466;1979,2335;1979,2335;default broker;15325,3181;0,0000;0,0000;3673,1144;3673,1144;-0,0000;COLDPOWER22;3839,1341;0,0000;0,0000;920,1492;920,1492;-0,0000;VidyutVanika;-27422,3988;1371,0416;0,0000;-6572,4970;-6572,4970;-0,0000
1013;0,2679;-0,0589;-3913,5976;1063,8305;1063,8305;default broker;15174,3537;0,0000;0,0000;4124,8339;4124,8339;-0,0000;COLDPOWER22;7734,8905;0,0000;0,0000;2102,5698;2102,5698;-0,0000;VidyutVanika;-26822,8418;1988,6389;0,0000;-7291,2342;-7291,2342;-0,0000
1014;0,2779;-0,0561;-6654,4728;1893,8354;1893,8354;default broker;12809,3585;0,0000;0,0000;3645,4903;3645,4903;-0,0000;COLDPOWER22;8506,7843;0,0000;0,0000;2420,9955;2420,9955;-0,0000;VidyutVanika;-27970,6156;1701,8842;0,0000;-7960,3212;-7960,3212;-0,0000
1015;0,3024;-0,0582;17004,8932;700,2018;604,2148;default broker;11027,7321;0,0000;0,0000;-454,0833;454,0833;-0,0000;COLDPOWER22;15985,2002;0,0000;0,0000;-658,2144;658,2144;-0,0000;VidyutVanika;-10008,0391;-3472,2720;-3472,2720;412,0959;-412,0959;-95,9870
1016;0,2499;-0,0537;34261,2264;666,9221;706,9225;default broker;9145,2245;0,0000;0,0000;-178,0191;199,3734;-0,0000;COLDPOWER22;17696,5080;0,0000;0,0000;-344,4766;385,7984;-0,0000;VidyutVanika;7419,4939;-3560,2944;-3560,2944;-144,4264;144,4264;40,0004
1017;0,3159;-0,0593;22903,1315;832,5908;783,9619;default broker;8726,2789;0,0000;0,0000;-317,2238;317,2238;-0,0000;COLDPOWER22;20457,3560;0,0000;0,0000;-743,6802;743,6802;-0,0000;VidyutVanika;-6280,5034;-2962,9151;-2962,9151;228,3133;-228,3133;-48,6288
1018;0,2703;-0,0543;18415,6006;661,5514;611,1711;default broker;8920,0090;0,0000;0,0000;-320,4373;320,4373;-0,0000;COLDPOWER22;26690,9924;0,0000;0,0000;-958,8318;958,8318;-0,0000;VidyutVanika;-17195,4007;-2516,0157;-2516,0157;617,7177;-617,7177;-50,3803
1019;0,2576;-0,0549;37841,0029;644,6634;689,4871;default broker;9542,3461;0,0000;0,0000;-162,5644;162,5644;-0,0000;COLDPOWER22;30598,5490;0,0000;0,0000;-521,2802;521,2802;-0,0000;VidyutVanika;-2299,8922;-2440,8362;-2440,8362;39,1812;-39,1812;44,8237
