ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;TUC_TAC22;netLoad;regOffered;regUsed;baseCost;p1;p2
1126;0,1483;-0,0375;8839,9348;253,2391;253,2391;default broker;21727,9846;0,0000;0,0000;-622,4453;622,4453;-0,0000;COLDPOWER22;-14162,4697;0,0000;0,0000;405,7147;-405,7147;-0,0000;IS3;2722,6914;0,0000;0,0000;-77,9974;77,9974;-0,0000;TUC_TAC22;-1448,2715;-5057,9043;0,0000;41,4889;-41,4889;-0,0000
1127;0,1344;-0,0357;7244,6842;205,9148;205,9148;default broker;21243,2595;0,0000;0,0000;-603,7948;603,7948;-0,0000;COLDPOWER22;-10081,9806;0,0000;0,0000;286,5590;-286,5590;-0,0000;IS3;2754,2203;0,0000;0,0000;-78,2829;78,2829;-0,0000;TUC_TAC22;-6670,8150;-4587,5798;0,0000;189,6038;-189,6038;-0,0000
1128;0,1283;-0,0351;19716,2736;304,2305;-0,0000;default broker;19971,3484;0,0000;0,0000;-308,1664;308,1664;-0,0000;COLDPOWER22;-3465,8521;0,0000;0,0000;53,4796;-53,4796;-0,0000;IS3;4870,7596;0,0000;0,0000;-75,1579;75,1579;-0,0000;TUC_TAC22;-1659,9823;-4803,8576;0,0000;25,6142;-25,6142;-0,0000
1129;0,1184;-0,0356;3288,8652;106,3109;106,3109;default broker;18426,3257;0,0000;0,0000;-595,6216;595,6216;-0,0000;COLDPOWER22;-10928,0275;0,0000;0,0000;353,2429;-353,2429;-0,0000;IS3;-28,1134;0,0000;0,0000;0,9088;-0,9088;-0,0000;TUC_TAC22;-4181,3197;-7494,4190;0,0000;135,1590;-135,1590;-0,0000
1130;0,1125;-0,0359;5686,5017;171,7401;171,7401;default broker;17640,6616;0,0000;0,0000;-532,7720;532,7720;-0,0000;COLDPOWER22;-8965,7685;0,0000;0,0000;270,7784;-270,7784;-0,0000;IS3;27,6121;0,0000;0,0000;-0,8339;0,8339;-0,0000;TUC_TAC22;-3016,0035;-7901,6067;0,0000;91,0874;-91,0874;-0,0000
1131;0,1135;-0,0353;8568,0915;229,1111;229,1111;default broker;16906,4663;0,0000;0,0000;-452,0795;452,0795;-0,0000;COLDPOWER22;-8014,9234;0,0000;0,0000;214,3193;-214,3193;-0,0000;IS3;-213,7522;0,0000;0,0000;5,7157;-5,7157;-0,0000;TUC_TAC22;-109,6992;-7145,8298;0,0000;2,9334;-2,9334;-0,0000
1132;0,1183;-0,0353;17159,6609;310,6386;-0,0000;default broker;16306,3844;0,0000;0,0000;-295,1919;295,1919;-0,0000;COLDPOWER22;-3208,1455;0,0000;0,0000;58,0765;-58,0765;-0,0000;IS3;4879,0885;0,0000;0,0000;-88,3254;88,3254;-0,0000;TUC_TAC22;-817,6665;-7652,8706;0,0000;14,8021;-14,8021;-0,0000
1133;0,1278;-0,0374;14052,4905;327,9963;-0,0000;default broker;15885,9776;0,0000;0,0000;-370,7914;370,7914;-0,0000;COLDPOWER22;-6941,2697;0,0000;0,0000;162,0148;-162,0148;-0,0000;IS3;-55,4281;0,0000;0,0000;1,2937;-1,2937;-0,0000;TUC_TAC22;5163,2107;-5953,2147;0,0000;-120,5134;120,5134;-0,0000
1134;0,1310;-0,0353;5254,3923;157,6744;157,6744;default broker;13766,2208;0,0000;0,0000;-413,0982;413,0982;-0,0000;COLDPOWER22;-9164,0820;0,0000;0,0000;274,9968;-274,9968;-0,0000;IS3;-242,5846;0,0000;0,0000;7,2795;-7,2795;-0,0000;TUC_TAC22;894,8381;-5469,5192;0,0000;-26,8524;26,8524;-0,0000
1135;0,1272;-0,0352;11269,6216;269,2998;-0,0000;default broker;11023,5135;0,0000;0,0000;-263,4188;263,4188;-0,0000;COLDPOWER22;-12553,3566;0,0000;0,0000;299,9760;-299,9760;-0,0000;IS3;4379,2433;0,0000;0,0000;-104,6467;104,6467;-0,0000;TUC_TAC22;8420,2215;-4424,2275;0,0000;-201,2103;201,2103;-0,0000
1136;0,1343;-0,0351;23580,5017;271,2966;-0,0000;default broker;8957,4273;0,0000;0,0000;-103,0563;126,1141;-0,0000;COLDPOWER22;-2679,6675;0,0000;0,0000;30,8299;-37,7278;-0,0000;IS3;13298,7706;0,0000;0,0000;-153,0040;187,2371;-0,0000;TUC_TAC22;4003,9713;-4040,7254;-3567,1064;-46,0662;-17,2754;30,3499
1137;0,1339;-0,0351;12000,9092;277,2495;-0,0000;default broker;8522,6314;0,0000;0,0000;-196,8930;196,8930;-0,0000;COLDPOWER22;-6402,6263;0,0000;0,0000;147,9159;-147,9159;-0,0000;IS3;6021,7593;0,0000;0,0000;-139,1170;139,1170;-0,0000;TUC_TAC22;3859,1447;-5435,7696;0,0000;-89,1554;89,1554;-0,0000
1138;0,1451;-0,0350;19828,5247;301,7180;-0,0000;default broker;8705,5690;0,0000;0,0000;-132,4671;132,4671;-0,0000;COLDPOWER22;-15210,9580;0,0000;0,0000;231,4555;-231,4555;-0,0000;IS3;21965,4492;0,0000;0,0000;-334,2343;334,2343;-0,0000;TUC_TAC22;4368,4645;-4261,9298;0,0000;-66,4721;66,4721;-0,0000
1139;0,1273;-0,0353;15425,6001;306,1142;-0,0000;default broker;9092,2301;0,0000;0,0000;-180,4313;180,4313;-0,0000;COLDPOWER22;-17645,9035;0,0000;0,0000;350,1751;-350,1751;-0,0000;IS3;20561,3540;0,0000;0,0000;-408,0310;408,0310;-0,0000;TUC_TAC22;3417,9195;-4033,1018;0,0000;-67,8271;67,8271;-0,0000
1140;0,1372;-0,0352;8273,7820;222,3899;222,3899;default broker;10154,8411;0,0000;0,0000;-272,9507;272,9507;-0,0000;COLDPOWER22;-17420,9737;0,0000;0,0000;468,2562;-468,2562;-0,0000;IS3;14716,5668;0,0000;0,0000;-395,5647;395,5647;-0,0000;TUC_TAC22;823,3478;-3440,9195;0,0000;-22,1307;22,1307;-0,0000
1141;0,1356;-0,0351;3438,4142;108,8876;108,8876;default broker;12437,8341;0,0000;0,0000;-393,8810;393,8810;-0,0000;COLDPOWER22;-18222,3462;0,0000;0,0000;577,0648;-577,0648;-0,0000;IS3;12441,8426;0,0000;0,0000;-394,0080;394,0080;-0,0000;TUC_TAC22;-3218,9162;-898,3936;0,0000;101,9366;-101,9366;-0,0000
1142;0,1248;-0,0350;18709,2414;305,3285;-0,0000;default broker;14081,3304;0,0000;0,0000;-229,8025;229,8025;-0,0000;COLDPOWER22;-15655,5370;0,0000;0,0000;255,4930;-255,4930;-0,0000;IS3;15889,1387;0,0000;0,0000;-259,3053;259,3053;-0,0000;TUC_TAC22;4394,3093;-2072,7992;0,0000;-71,7136;71,7136;-0,0000
1143;0,1276;-0,0350;-8937,9091;1220,4853;152,0288;default broker;16418,6417;0,0000;0,0000;2241,9909;2241,9909;-0,0000;COLDPOWER22;-23267,7386;0,0000;0,0000;-3177,2457;-3177,2457;-0,0000;IS3;2292,5656;0,0000;0,0000;313,0534;313,0534;-0,0000;TUC_TAC22;-4381,3778;7757,5065;7757,5065;-598,2839;-598,2839;1068,4565
1144;0,1415;-0,0354;-721,0440;102,5584;0,0000;default broker;18522,7753;0,0000;0,0000;2634,6048;2634,6048;-0,0000;COLDPOWER22;-20782,3197;0,0000;0,0000;-2955,9932;-2955,9932;-0,0000;IS3;3883,7175;0,0000;0,0000;552,4043;552,4043;-0,0000;TUC_TAC22;-2345,2170;9405,9307;721,0440;-333,5742;-333,5742;102,5584
1145;0,1210;-0,0350;18759,9145;305,5827;-0,0000;default broker;20313,3268;0,0000;0,0000;-330,8865;330,8865;-0,0000;COLDPOWER22;-2791,3919;0,0000;0,0000;45,4694;-45,4694;-0,0000;IS3;56,3791;0,0000;0,0000;-0,9184;0,9184;-0,0000;TUC_TAC22;1181,6005;-2354,5487;0,0000;-19,2472;19,2472;-0,0000
1146;0,1281;-0,0374;27643,5025;270,2685;17,6029;default broker;21608,9252;0,0000;0,0000;-211,2689;34,9778;-0,0000;COLDPOWER22;-3125,5520;0,0000;0,0000;30,5583;-5,0592;-0,0000;IS3;4134,8658;0,0000;0,0000;-40,4263;6,6930;-0,0000;TUC_TAC22;5025,2635;-4019,3921;-4019,3921;-49,1316;-33,6143;84,1716
1147;0,1314;-0,0353;21713,6100;294,1953;-0,0000;default broker;22934,9426;0,0000;0,0000;-310,7430;332,1153;-0,0000;COLDPOWER22;-3114,1015;0,0000;0,0000;42,1926;-45,0945;-0,0000;IS3;-451,1157;0,0000;0,0000;6,1121;-6,5325;-0,0000;TUC_TAC22;2343,8847;-4055,6170;-1523,3418;-31,7570;-4,4121;10,1171
1148;0,1458;-0,0376;3038,0311;104,8888;104,8888;default broker;23701,7472;0,0000;0,0000;-818,3089;818,3089;-0,0000;COLDPOWER22;-27227,9499;0,0000;0,0000;940,0519;-940,0519;-0,0000;IS3;5209,4359;0,0000;0,0000;-179,8571;179,8571;-0,0000;TUC_TAC22;1354,7979;-3458,8454;0,0000;-46,7747;46,7747;-0,0000
1149;0,1110;-0,0356;14059,1947;303,3851;-0,0000;default broker;23443,7524;0,0000;0,0000;-505,8956;505,8956;-0,0000;COLDPOWER22;-11055,7589;0,0000;0,0000;238,5736;-238,5736;-0,0000;IS3;98,5202;0,0000;0,0000;-2,1260;2,1260;-0,0000;TUC_TAC22;1572,6810;-5895,1582;0,0000;-33,9371;33,9371;-0,0000
1150;0,1292;-0,0354;4147,4533;129,7123;129,7123;default broker;23382,0675;0,0000;0,0000;-731,2783;731,2783;-0,0000;COLDPOWER22;-17565,3590;0,0000;0,0000;549,3597;-549,3597;-0,0000;IS3;487,7070;0,0000;0,0000;-15,2531;15,2531;-0,0000;TUC_TAC22;-2156,9622;-5676,6182;0,0000;67,4594;-67,4594;-0,0000
1151;0,1269;-0,0353;-2435,7439;315,0576;0,0000;default broker;22833,9114;0,0000;0,0000;2953,5113;2953,5113;-0,0000;COLDPOWER22;-17366,0341;0,0000;0,0000;-2246,2546;-2246,2546;-0,0000;IS3;-287,0499;0,0000;0,0000;-37,1292;-37,1292;-0,0000;TUC_TAC22;-7616,5713;4073,1032;2435,7439;-985,1851;-985,1851;315,0576
1152;0,1191;-0,0368;7329,0250;216,1485;216,1485;default broker;21511,6981;0,0000;0,0000;-634,4255;634,4255;-0,0000;COLDPOWER22;-6376,8421;0,0000;0,0000;188,0666;-188,0666;-0,0000;IS3;420,0197;0,0000;0,0000;-12,3873;12,3873;-0,0000;TUC_TAC22;-8225,8507;-5522,9802;0,0000;242,5977;-242,5977;-0,0000
1153;0,1196;-0,0354;9211,1107;241,3878;241,3878;default broker;19680,3425;0,0000;0,0000;-515,7461;515,7461;-0,0000;COLDPOWER22;-7477,9601;0,0000;0,0000;195,9686;-195,9686;-0,0000;IS3;353,0350;0,0000;0,0000;-9,2517;9,2517;-0,0000;TUC_TAC22;-3344,3067;-7748,9545;0,0000;87,6414;-87,6414;-0,0000
1154;0,1078;-0,0372;8984,0103;253,6281;253,6281;default broker;18541,1413;0,0000;0,0000;-523,4359;523,4359;-0,0000;COLDPOWER22;-7638,6458;0,0000;0,0000;215,6470;-215,6470;-0,0000;IS3;29,1548;0,0000;0,0000;-0,8231;0,8231;-0,0000;TUC_TAC22;-1947,6400;-8424,5036;0,0000;54,9839;-54,9839;-0,0000
1155;0,1255;-0,0424;2910,1565;115,0356;115,0356;default broker;17457,3547;0,0000;0,0000;-690,0722;690,0722;-0,0000;COLDPOWER22;-12916,7278;0,0000;0,0000;510,5856;-510,5856;-0,0000;IS3;198,8594;0,0000;0,0000;-7,8607;7,8607;-0,0000;TUC_TAC22;-1829,3297;-6522,9566;0,0000;72,3116;-72,3116;-0,0000
1156;0,1079;-0,0374;14974,8010;335,9161;-0,0000;default broker;16310,9582;0,0000;0,0000;-365,8889;365,8889;-0,0000;COLDPOWER22;-1693,2895;0,0000;0,0000;37,9840;-37,9840;-0,0000;IS3;102,5948;0,0000;0,0000;-2,3014;2,3014;-0,0000;TUC_TAC22;254,5374;-7051,2978;0,0000;-5,7098;5,7098;-0,0000
1157;0,1228;-0,0353;20128,8258;304,6231;-0,0000;default broker;15778,8893;0,0000;0,0000;-238,7926;238,7926;-0,0000;COLDPOWER22;-6245,7724;0,0000;0,0000;94,5215;-94,5215;-0,0000;IS3;5189,7046;0,0000;0,0000;-78,5393;78,5393;-0,0000;TUC_TAC22;5406,0043;-5893,0213;0,0000;-81,8127;81,8127;-0,0000
1158;0,1329;-0,0352;9470,0783;244,1024;244,1024;default broker;13231,2600;0,0000;0,0000;-341,0513;341,0513;-0,0000;COLDPOWER22;-6109,0592;0,0000;0,0000;157,4682;-157,4682;-0,0000;IS3;979,3420;0,0000;0,0000;-25,2437;25,2437;-0,0000;TUC_TAC22;1368,5355;-5447,3690;0,0000;-35,2756;35,2756;-0,0000
1159;0,1305;-0,0353;16516,0086;309,6172;-0,0000;default broker;10515,2117;0,0000;0,0000;-197,1233;197,1233;-0,0000;COLDPOWER22;-7487,7496;0,0000;0,0000;140,3690;-140,3690;-0,0000;IS3;4428,6293;0,0000;0,0000;-83,0213;83,0213;-0,0000;TUC_TAC22;9059,9172;-3719,7143;0,0000;-169,8417;169,8417;-0,0000
1160;0,1339;-0,0362;23880,5094;294,3078;-0,0000;default broker;8762,0519;0,0000;0,0000;-107,9851;125,7478;-0,0000;COLDPOWER22;3653,7740;0,0000;0,0000;-45,0298;52,4368;-0,0000;IS3;6158,3289;0,0000;0,0000;-75,8964;88,3807;-0,0000;TUC_TAC22;5306,3545;-4746,3368;-2748,0470;-65,3965;-18,2827;24,2056
1161;0,1286;-0,0356;11306,8294;274,8821;-0,0000;default broker;8031,4332;0,0000;0,0000;-195,2534;195,2534;-0,0000;COLDPOWER22;-11882,1357;0,0000;0,0000;288,8685;-288,8685;-0,0000;IS3;5970,2491;0,0000;0,0000;-145,1437;145,1437;-0,0000;TUC_TAC22;9187,2828;-3324,9616;0,0000;-223,3535;223,3535;-0,0000
1162;0,1386;-0,0365;4606,9412;146,8607;146,8607;default broker;8292,9552;0,0000;0,0000;-264,3639;264,3639;-0,0000;COLDPOWER22;-15862,9855;0,0000;0,0000;505,6823;-505,6823;-0,0000;IS3;6423,7620;0,0000;0,0000;-204,7775;204,7775;-0,0000;TUC_TAC22;5753,2095;-4130,1449;0,0000;-183,4015;183,4015;-0,0000
1163;0,1222;-0,0352;16943,2085;309,0586;-0,0000;default broker;8548,2207;0,0000;0,0000;-155,9269;155,9269;-0,0000;COLDPOWER22;-16471,2732;0,0000;0,0000;300,4501;-300,4501;-0,0000;IS3;20842,2603;0,0000;0,0000;-380,1807;380,1807;-0,0000;TUC_TAC22;4024,0007;-4318,5027;0,0000;-73,4012;73,4012;-0,0000
1164;0,1274;-0,0358;-3003,0548;391,5790;0,0000;default broker;9604,5040;0,0000;0,0000;1252,3656;1252,3656;-0,0000;COLDPOWER22;-16382,2610;0,0000;0,0000;-2136,1415;-2136,1415;-0,0000;IS3;6453,0532;0,0000;0,0000;841,4366;841,4366;-0,0000;TUC_TAC22;-2678,3510;5117,3486;3003,0548;-349,2397;-349,2397;391,5790
1165;0,1226;-0,0362;21401,1333;316,8697;-0,0000;default broker;12113,4035;0,0000;0,0000;-179,3536;-4,1353;-0,0000;COLDPOWER22;118,7721;0,0000;0,0000;-1,7586;-0,0405;-0,0000;IS3;9509,6592;0,0000;0,0000;-140,8020;-3,2464;-0,0000;TUC_TAC22;-340,7015;-3092,3833;-266,0201;5,0445;0,1163;1,6836
1166;0,1329;-0,0358;-2961,8710;402,2894;0,0000;default broker;13091,7185;0,0000;0,0000;1778,1531;1778,1531;-0,0000;COLDPOWER22;-23258,3497;0,0000;0,0000;-3159,0128;-3159,0128;-0,0000;IS3;2321,5934;0,0000;0,0000;315,3252;315,3252;-0,0000;TUC_TAC22;4883,1667;6636,4701;2961,8710;663,2451;663,2451;402,2894
1167;0,1322;-0,0354;-4485,3989;612,9696;0,0000;default broker;15427,2984;0,0000;0,0000;2108,2772;2108,2772;-0,0000;COLDPOWER22;-24449,8229;0,0000;0,0000;-3341,2853;-3341,2853;-0,0000;IS3;6016,4769;0,0000;0,0000;822,2050;822,2050;-0,0000;TUC_TAC22;-1479,3512;8699,2666;4485,3989;-202,1665;-202,1665;612,9696
1168;0,1228;-0,0374;9302,3619;261,5053;261,5053;default broker;17950,5211;0,0000;0,0000;-504,6198;504,6198;-0,0000;COLDPOWER22;-7735,9695;0,0000;0,0000;217,4713;-217,4713;-0,0000;IS3;3810,6012;0,0000;0,0000;-107,1225;107,1225;-0,0000;TUC_TAC22;-4722,7908;-359,5536;0,0000;132,7657;-132,7657;-0,0000
1169;0,1283;-0,0368;-5510,5380;737,3255;0,0000;default broker;18747,4504;0,0000;0,0000;2508,4616;2508,4616;-0,0000;COLDPOWER22;-29338,7374;0,0000;0,0000;-3925,6056;-3925,6056;-0,0000;IS3;467,6450;0,0000;0,0000;62,5722;62,5722;-0,0000;TUC_TAC22;4613,1040;7817,4719;5510,5380;617,2463;617,2463;737,3255
1170;0,1333;-0,0358;20905,4219;310,5414;-0,0000;default broker;20360,3733;0,0000;0,0000;-302,4449;304,9179;-0,0000;COLDPOWER22;-3948,5584;0,0000;0,0000;58,6542;-59,1338;-0,0000;IS3;-532,6939;0,0000;0,0000;7,9129;-7,9776;-0,0000;TUC_TAC22;5026,3009;-4533,2771;-217,6447;-74,6636;-1,3878;1,2696
1171;0,1298;-0,0355;18553,9412;315,0180;-0,0000;default broker;21699,0865;0,0000;0,0000;-368,4179;368,4179;-0,0000;COLDPOWER22;-4571,1423;0,0000;0,0000;77,6111;-77,6111;-0,0000;IS3;-531,0787;0,0000;0,0000;9,0169;-9,0169;-0,0000;TUC_TAC22;1957,0757;-3865,3113;0,0000;-33,2282;33,2282;-0,0000
1172;0,1452;-0,0387;-8896,2673;1371,2039;544,6881;default broker;22795,4037;0,0000;0,0000;3513,5125;3513,5125;-0,0000;COLDPOWER22;-27021,0141;0,0000;0,0000;-4164,8164;-4164,8164;-0,0000;IS3;265,4156;0,0000;0,0000;40,9092;40,9092;-0,0000;TUC_TAC22;-4936,0725;5238,0507;5238,0507;-760,8092;-760,8092;826,5158
1173;0,1373;-0,0352;-15288,3171;2332,7833;1675,7987;default broker;22355,3207;0,0000;0,0000;3411,1091;3411,1091;-0,0000;COLDPOWER22;-25634,3665;0,0000;0,0000;-3911,4456;-3911,4456;-0,0000;IS3;581,9725;0,0000;0,0000;88,8009;88,8009;-0,0000;TUC_TAC22;-12591,2438;4009,3033;4009,3033;-1921,2476;-1921,2476;656,9846
1174;0,1301;-0,0359;4326,6911;136,6568;136,6568;default broker;22352,3075;0,0000;0,0000;-705,9885;705,9885;-0,0000;COLDPOWER22;-10441,1467;0,0000;0,0000;329,7794;-329,7794;-0,0000;IS3;352,8757;0,0000;0,0000;-11,1454;11,1454;-0,0000;TUC_TAC22;-7937,3454;-5231,2784;0,0000;250,6978;-250,6978;-0,0000
1175;0,1256;-0,0355;3978,8354;125,4751;125,4751;default broker;21666,1281;0,0000;0,0000;-683,2549;683,2549;-0,0000;COLDPOWER22;-10250,8381;0,0000;0,0000;323,2666;-323,2666;-0,0000;IS3;5,9108;0,0000;0,0000;-0,1864;0,1864;-0,0000;TUC_TAC22;-7442,3654;-4469,8050;0,0000;234,6996;-234,6996;-0,0000
1176;0,1337;-0,0364;5047,2928;158,1907;158,1907;default broker;20124,4790;0,0000;0,0000;-630,7353;630,7353;-0,0000;COLDPOWER22;-3671,3969;0,0000;0,0000;115,0678;-115,0678;-0,0000;IS3;-2563,9363;0,0000;0,0000;80,3581;-80,3581;-0,0000;TUC_TAC22;-8841,8531;-5128,8866;0,0000;277,1187;-277,1187;-0,0000
1177;0,1273;-0,0364;1364,4554;47,7766;47,7766;default broker;18402,1154;0,0000;0,0000;-644,3533;644,3533;-0,0000;COLDPOWER22;-11532,2878;0,0000;0,0000;403,8051;-403,8051;-0,0000;IS3;-1067,2156;0,0000;0,0000;37,3687;-37,3687;-0,0000;TUC_TAC22;-4438,1566;-7430,6527;0,0000;155,4028;-155,4028;-0,0000
1178;0,1104;-0,0357;5754,1103;172,4166;172,4166;default broker;17287,6669;0,0000;0,0000;-518,0090;518,0090;-0,0000;COLDPOWER22;-8131,9659;0,0000;0,0000;243,6668;-243,6668;-0,0000;IS3;-436,6255;0,0000;0,0000;13,0831;-13,0831;-0,0000;TUC_TAC22;-2964,9652;-7762,2724;0,0000;88,8424;-88,8424;-0,0000
1179;0,1181;-0,0356;8813,9729;235,9225;235,9225;default broker;15995,3500;0,0000;0,0000;-428,1455;428,1455;-0,0000;COLDPOWER22;-3995,1699;0,0000;0,0000;106,9382;-106,9382;-0,0000;IS3;-504,7318;0,0000;0,0000;13,5101;-13,5101;-0,0000;TUC_TAC22;-2681,4755;-7598,8287;0,0000;71,7747;-71,7747;-0,0000
1180;0,1254;-0,0352;6669,5464;190,4983;190,4983;default broker;14747,7563;0,0000;0,0000;-421,2315;421,2315;-0,0000;COLDPOWER22;-4326,3064;0,0000;0,0000;123,5697;-123,5697;-0,0000;IS3;-706,0010;0,0000;0,0000;20,1651;-20,1651;-0,0000;TUC_TAC22;-3045,9026;-7658,2021;0,0000;86,9983;-86,9983;-0,0000
1181;0,1306;-0,0357;12677,7617;291,8064;-0,0000;default broker;13811,2667;0,0000;0,0000;-317,8965;317,8965;-0,0000;COLDPOWER22;-1773,2686;0,0000;0,0000;40,8157;-40,8157;-0,0000;IS3;-950,8776;0,0000;0,0000;21,8865;-21,8865;-0,0000;TUC_TAC22;1590,6413;-6426,7121;0,0000;-36,6121;36,6121;-0,0000
1182;0,1331;-0,0387;4179,7583;144,4630;144,4630;default broker;11678,5367;0,0000;0,0000;-403,6396;403,6396;-0,0000;COLDPOWER22;-4733,0487;0,0000;0,0000;163,5861;-163,5861;-0,0000;IS3;-1661,2479;0,0000;0,0000;57,4169;-57,4169;-0,0000;TUC_TAC22;-1104,4818;-5656,6665;0,0000;38,1737;-38,1737;-0,0000
1183;0,1375;-0,0397;9859,8687;294,4817;294,4817;default broker;9697,9765;0,0000;0,0000;-289,6466;289,6466;-0,0000;COLDPOWER22;-3412,8990;0,0000;0,0000;101,9320;-101,9320;-0,0000;IS3;-2279,7729;0,0000;0,0000;68,0893;-68,0893;-0,0000;TUC_TAC22;5854,5641;-3553,2725;0,0000;-174,8565;174,8565;-0,0000
1184;0,2082;-0,0377;-12762,2273;2820,3531;1540,7865;default broker;8414,9256;0,0000;0,0000;1859,6332;1859,6332;-0,0000;COLDPOWER22;-16734,1545;0,0000;0,0000;-3698,1182;-3698,1182;-0,0000;IS3;-2737,7721;0,0000;0,0000;-605,0264;-605,0264;-0,0000;TUC_TAC22;-1705,2263;5608,5451;5608,5451;-376,8418;-376,8418;1279,5667
1185;0,1385;-0,0351;-4676,6256;669,6325;0,0000;default broker;7939,9991;0,0000;0,0000;1136,9055;1136,9055;-0,0000;COLDPOWER22;-10932,1870;0,0000;0,0000;-1565,3482;-1565,3482;-0,0000;IS3;-797,9743;0,0000;0,0000;-114,2596;-114,2596;-0,0000;TUC_TAC22;-886,4634;6163,8012;4676,6256;-126,9301;-126,9301;669,6325
1186;0,1606;-0,0353;-25752,7255;4800,3131;3760,1384;default broker;7882,0116;0,0000;0,0000;1469,2085;1469,2085;-0,0000;COLDPOWER22;-18229,1323;0,0000;0,0000;-3397,9138;-3397,9138;-0,0000;IS3;-1929,6274;0,0000;0,0000;-359,6829;-359,6829;-0,0000;TUC_TAC22;-13475,9774;5021,8180;5021,8180;-2511,9248;-2511,9248;1040,1747
1187;0,1278;-0,0351;-20219,7926;2992,9347;2005,0694;default broker;8633,6445;0,0000;0,0000;1277,9525;1277,9525;-0,0000;COLDPOWER22;-21171,1187;0,0000;0,0000;-3133,7501;-3133,7501;-0,0000;IS3;2236,7474;0,0000;0,0000;331,0835;331,0835;-0,0000;TUC_TAC22;-9919,0658;6092,3885;6092,3885;-1468,2206;-1468,2206;987,8653
1188;0,1405;-0,0358;-565,2528;79,7223;0,0000;default broker;9880,4565;0,0000;0,0000;1393,5224;1393,5224;-0,0000;COLDPOWER22;-21275,9887;0,0000;0,0000;-3000,7284;-3000,7284;-0,0000;IS3;8578,9577;0,0000;0,0000;1209,9612;1209,9612;-0,0000;TUC_TAC22;2251,3218;5350,4819;565,2528;317,5225;317,5225;79,7223
1189;0,1466;-0,0359;-3827,5722;575,8569;0,0000;default broker;11494,1569;0,0000;0,0000;1729,2918;1729,2918;-0,0000;COLDPOWER22;-20514,0227;0,0000;0,0000;-3086,3274;-3086,3274;-0,0000;IS3;7362,1333;0,0000;0,0000;1107,6303;1107,6303;-0,0000;TUC_TAC22;-2169,8396;7433,1023;3827,5722;-326,4516;-326,4516;575,8569
1190;0,1667;-0,0414;-27194,1018;5273,8698;3826,2005;default broker;13315,3202;0,0000;0,0000;2582,2976;2582,2976;-0,0000;COLDPOWER22;-31350,6818;0,0000;0,0000;-6079,9733;-6079,9733;-0,0000;IS3;863,6821;0,0000;0,0000;167,4976;167,4976;-0,0000;TUC_TAC22;-10022,4222;6752,9616;6752,9616;-1943,6917;-1943,6917;1447,6693
1191;0,1833;-0,0472;-29075,5056;6174,8626;4001,9032;default broker;16201,4384;0,0000;0,0000;3440,7538;3440,7538;-0,0000;COLDPOWER22;-31742,3758;0,0000;0,0000;-6741,2347;-6741,2347;-0,0000;IS3;60,2705;0,0000;0,0000;12,7999;12,7999;-0,0000;TUC_TAC22;-13594,8387;9362,7283;9362,7283;-2887,1815;-2887,1815;2172,9594
1192;0,1447;-0,0401;-30249,7001;5290,8705;3510,1886;default broker;18639,7653;0,0000;0,0000;3260,2169;3260,2169;-0,0000;COLDPOWER22;-30633,6844;0,0000;0,0000;-5358,0319;-5358,0319;-0,0000;IS3;-1747,4267;0,0000;0,0000;-305,6364;-305,6364;-0,0000;TUC_TAC22;-16508,3543;9081,6557;9081,6557;-2887,4192;-2887,4192;1780,6819
1193;0,1858;-0,0458;-26824,2704;5704,2851;4005,4143;default broker;20079,7941;0,0000;0,0000;4270,0460;4270,0460;-0,0000;COLDPOWER22;-35916,5052;0,0000;0,0000;-7637,7840;-7637,7840;-0,0000;IS3;-1094,9135;0,0000;0,0000;-232,8376;-232,8376;-0,0000;TUC_TAC22;-9892,6458;7317,6566;7317,6566;-2103,7095;-2103,7095;1698,8708
1194;0,1418;-0,0431;-22345,9505;3668,1103;2894,0061;default broker;21107,6960;0,0000;0,0000;3464,8496;3464,8496;-0,0000;COLDPOWER22;-34409,7116;0,0000;0,0000;-5648,3889;-5648,3889;-0,0000;IS3;-847,6244;0,0000;0,0000;-139,1384;-139,1384;-0,0000;TUC_TAC22;-8196,3105;4247,4978;4247,4978;-1345,4326;-1345,4326;774,1042
1195;0,1858;-0,0475;-13349,2854;2659,0367;1448,6328;default broker;22349,3600;0,0000;0,0000;4451,7565;4451,7565;-0,0000;COLDPOWER22;-33656,6735;0,0000;0,0000;-6704,0539;-6704,0539;-0,0000;IS3;-414,3972;0,0000;0,0000;-82,5435;-82,5435;-0,0000;TUC_TAC22;-1627,5748;5856,3479;5856,3479;-324,1957;-324,1957;1210,4039
1196;0,1584;-0,0458;-14636,4373;2532,0659;1348,7823;default broker;23507,0353;0,0000;0,0000;4066,6566;4066,6566;-0,0000;COLDPOWER22;-33164,0048;0,0000;0,0000;-5737,2874;-5737,2874;-0,0000;IS3;-505,2138;0,0000;0,0000;-87,4007;-87,4007;-0,0000;TUC_TAC22;-4474,2540;6533,8693;6533,8693;-774,0344;-774,0344;1183,2837
