ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2
994;0,1842;-0,0350;-18063,5462;3653,5606;1468,7296;default broker;5213,8793;0,0000;0,0000;1054,5672;469,2170;-0,0000;COLDPOWER22;4341,9570;0,0000;0,0000;878,2109;390,7494;-0,0000;IS3;-27619,3825;0,0000;0,0000;-5586,3388;-2485,5744;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
995;0,1785;-0,0353;-16483,3547;3213,2673;0,0000;default broker;5215,4411;0,0000;0,0000;1016,6987;1016,6987;-0,0000;COLDPOWER22;5489,3027;0,0000;0,0000;1070,0854;1070,0854;-0,0000;IS3;-27188,0984;0,0000;0,0000;-5300,0514;-5300,0514;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
996;0,2158;-0,0506;-9479,6716;2135,6823;2135,6823;default broker;5149,7568;0,0000;0,0000;1160,1926;1160,1926;-0,0000;COLDPOWER22;3260,6319;0,0000;0,0000;734,5902;734,5902;-0,0000;IS3;-17890,0603;0,0000;0,0000;-4030,4651;-4030,4651;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
997;0,1864;-0,0492;-10088,0175;1982,5524;299,7934;default broker;5618,0844;0,0000;0,0000;1104,0967;181,5054;-0,0000;COLDPOWER22;2292,1273;0,0000;0,0000;450,4614;74,0526;-0,0000;IS3;-17998,2292;0,0000;0,0000;-3537,1104;-581,4752;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
998;0,2128;-0,0453;-15172,6055;3458,7027;3458,7027;default broker;5905,7101;0,0000;0,0000;1346,2484;1346,2484;-0,0000;COLDPOWER22;-373,1491;0,0000;0,0000;-85,0620;-85,0620;-0,0000;IS3;-20705,1666;0,0000;0,0000;-4719,8892;-4719,8892;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
999;0,1529;-0,0371;-8531,8743;1377,5905;1377,5905;default broker;6738,9927;0,0000;0,0000;1088,1047;1088,1047;-0,0000;COLDPOWER22;3873,3433;0,0000;0,0000;625,4055;625,4055;-0,0000;IS3;-19144,2103;0,0000;0,0000;-3091,1007;-3091,1007;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1000;0,1582;-0,0398;-4394,8951;714,5511;714,5511;default broker;6705,1667;0,0000;0,0000;1090,1703;1090,1703;-0,0000;COLDPOWER22;2068,5768;0,0000;0,0000;336,3229;336,3229;-0,0000;IS3;-13168,6386;0,0000;0,0000;-2141,0443;-2141,0443;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1001;0,2488;-0,0428;27943,4476;414,3363;414,3363;default broker;6076,5478;0,0000;0,0000;-90,1011;90,1011;-0,0000;COLDPOWER22;29935,0116;0,0000;0,0000;-443,8665;443,8665;-0,0000;IS3;-8068,1118;0,0000;0,0000;119,6313;-119,6313;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1002;0,2730;-0,0372;29321,9069;232,2987;232,2987;default broker;5545,6698;0,0000;0,0000;-43,9348;43,9348;-0,0000;COLDPOWER22;32005,5856;0,0000;0,0000;-253,5598;253,5598;-0,0000;IS3;-8229,3486;0,0000;0,0000;65,1959;-65,1959;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1003;0,1924;-0,0356;-53,9844;10,3888;10,3888;default broker;5519,0143;0,0000;0,0000;1062,0846;1062,0846;-0,0000;COLDPOWER22;3462,6283;0,0000;0,0000;666,3517;666,3517;-0,0000;IS3;-9035,6270;0,0000;0,0000;-1738,8251;-1738,8251;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1004;0,2415;-0,0386;34375,2150;143,9736;143,9736;default broker;5354,0550;0,0000;0,0000;-22,4244;22,4244;-0,0000;COLDPOWER22;36272,2002;0,0000;0,0000;-151,9187;151,9187;-0,0000;IS3;-7251,0403;0,0000;0,0000;30,3695;-30,3695;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1005;0,1387;-0,0354;6626,5441;190,9864;190,9864;default broker;4588,5808;0,0000;0,0000;-132,2494;132,2494;-0,0000;COLDPOWER22;5097,3879;0,0000;0,0000;-146,9140;146,9140;-0,0000;IS3;-3059,4246;0,0000;0,0000;88,1770;-88,1770;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1006;0,1462;-0,0362;-4537,1562;683,7245;683,7245;default broker;4874,2045;0,0000;0,0000;734,5159;734,5159;-0,0000;COLDPOWER22;-6234,3068;0,0000;0,0000;-939,4758;-939,4758;-0,0000;IS3;-3177,0539;0,0000;0,0000;-478,7646;-478,7646;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1007;0,1446;-0,0359;-1419,4107;207,2023;207,2023;default broker;4930,0488;0,0000;0,0000;719,6772;719,6772;-0,0000;COLDPOWER22;-3359,4593;0,0000;0,0000;-490,4061;-490,4061;-0,0000;IS3;-2990,0002;0,0000;0,0000;-436,4733;-436,4733;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1008;0,1342;-0,0351;423,9521;14,7103;14,7103;default broker;4770,3813;0,0000;0,0000;-165,5232;165,5232;-0,0000;COLDPOWER22;2526,9457;0,0000;0,0000;-87,6802;87,6802;-0,0000;IS3;-6873,3749;0,0000;0,0000;238,4931;-238,4931;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1009;0,1427;-0,0353;323,9178;11,3197;11,3197;default broker;3882,0681;0,0000;0,0000;-135,6634;135,6634;-0,0000;COLDPOWER22;1107,0534;0,0000;0,0000;-38,6873;38,6873;-0,0000;IS3;-4665,2037;0,0000;0,0000;163,0310;-163,0310;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1010;0,1225;-0,0355;-13363,0324;1816,1597;1816,1597;default broker;3918,9636;0,0000;0,0000;532,6234;532,6234;-0,0000;COLDPOWER22;-19717,1752;0,0000;0,0000;-2679,7465;-2679,7465;-0,0000;IS3;2435,1793;0,0000;0,0000;330,9634;330,9634;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1011;0,1170;-0,0352;-14604,9583;1921,5277;1921,5277;default broker;3859,4091;0,0000;0,0000;507,7701;507,7701;-0,0000;COLDPOWER22;-15742,7514;0,0000;0,0000;-2071,2235;-2071,2235;-0,0000;IS3;-2721,6160;0,0000;0,0000;-358,0743;-358,0743;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1012;0,1223;-0,0353;-12960,8188;1752,8580;1752,8580;default broker;3801,9906;0,0000;0,0000;514,1920;514,1920;-0,0000;COLDPOWER22;-18358,9182;0,0000;0,0000;-2482,9124;-2482,9124;-0,0000;IS3;1596,1089;0,0000;0,0000;215,8623;215,8623;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1013;0,1259;-0,0362;-17002,5014;2429,3056;2429,3056;default broker;4161,9512;0,0000;0,0000;594,6567;594,6567;-0,0000;COLDPOWER22;-17545,4991;0,0000;0,0000;-2506,8887;-2506,8887;-0,0000;IS3;-3618,9535;0,0000;0,0000;-517,0736;-517,0736;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1014;0,1474;-0,0353;-20703,4000;3480,6689;3480,6689;default broker;3932,1537;0,0000;0,0000;661,0762;661,0762;-0,0000;COLDPOWER22;-23839,1254;0,0000;0,0000;-4007,8491;-4007,8491;-0,0000;IS3;-796,4284;0,0000;0,0000;-133,8960;-133,8960;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1015;0,1835;-0,0424;9991,6824;323,7370;323,7370;default broker;4991,2062;0,0000;0,0000;-161,7183;161,7183;-0,0000;COLDPOWER22;8990,5371;0,0000;0,0000;-291,2993;291,2993;-0,0000;IS3;-3990,0610;0,0000;0,0000;129,2806;-129,2806;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1016;0,1534;-0,0352;-20812,9966;3625,0642;3625,0642;default broker;5163,4367;0,0000;0,0000;899,3318;899,3318;-0,0000;COLDPOWER22;-14793,8805;0,0000;0,0000;-2576,6961;-2576,6961;-0,0000;IS3;-11182,5528;0,0000;0,0000;-1947,6999;-1947,6999;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1017;0,1364;-0,0351;-21167,9774;3334,6604;3334,6604;default broker;5350,8881;0,0000;0,0000;842,9428;842,9428;-0,0000;COLDPOWER22;-14972,6302;0,0000;0,0000;-2358,6872;-2358,6872;-0,0000;IS3;-11546,2353;0,0000;0,0000;-1818,9160;-1818,9160;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1018;0,1452;-0,0353;-25232,7137;4299,4231;0,0000;default broker;5272,2435;0,0000;0,0000;898,3420;898,3420;-0,0000;COLDPOWER22;-13535,7478;0,0000;0,0000;-2306,3673;-2306,3673;-0,0000;IS3;-16969,2095;0,0000;0,0000;-2891,3977;-2891,3977;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1019;0,1534;-0,0359;-25304,0573;4521,1993;0,0000;default broker;5132,7790;0,0000;0,0000;917,0987;917,0987;-0,0000;COLDPOWER22;-6017,2075;0,0000;0,0000;-1075,1238;-1075,1238;-0,0000;IS3;-24419,6289;0,0000;0,0000;-4363,1742;-4363,1742;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1020;0,1512;-0,0360;-16383,2628;2745,8233;2745,8233;default broker;4969,3280;0,0000;0,0000;832,8559;832,8559;-0,0000;COLDPOWER22;-2424,2922;0,0000;0,0000;-406,3097;-406,3097;-0,0000;IS3;-18928,2985;0,0000;0,0000;-3172,3695;-3172,3695;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1021;0,1284;-0,0361;-20610,9915;3071,8208;3071,8208;default broker;5583,0297;0,0000;0,0000;832,0835;832,0835;-0,0000;COLDPOWER22;-19162,5236;0,0000;0,0000;-2855,9440;-2855,9440;-0,0000;IS3;-7031,4976;0,0000;0,0000;-1047,9603;-1047,9603;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1022;0,1465;-0,0357;-12609,6230;2006,1995;2006,1995;default broker;5624,3836;0,0000;0,0000;894,8432;894,8432;-0,0000;COLDPOWER22;-16909,2616;0,0000;0,0000;-2690,2748;-2690,2748;-0,0000;IS3;-1324,7450;0,0000;0,0000;-210,7678;-210,7678;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1023;0,1557;-0,0351;-21140,6818;3739,0511;0,0000;default broker;6008,0891;0,0000;0,0000;1062,6219;1062,6219;-0,0000;COLDPOWER22;-19687,3554;0,0000;0,0000;-3482,0082;-3482,0082;-0,0000;IS3;-7461,4155;0,0000;0,0000;-1319,6648;-1319,6648;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1024;0,1504;-0,0350;-8588,9635;1365,7342;1365,7342;default broker;6241,6870;0,0000;0,0000;992,4929;992,4929;-0,0000;COLDPOWER22;-14748,0912;0,0000;0,0000;-2345,0993;-2345,0993;-0,0000;IS3;-82,5593;0,0000;0,0000;-13,1278;-13,1278;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1025;0,1511;-0,0353;-20438,1575;3505,0832;3505,0832;default broker;6107,1715;0,0000;0,0000;1047,3617;1047,3617;-0,0000;COLDPOWER22;-24260,7944;0,0000;0,0000;-4160,6540;-4160,6540;-0,0000;IS3;-2284,5346;0,0000;0,0000;-391,7909;-391,7909;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1026;0,1556;-0,0363;-19979,9542;3509,0456;0,0000;default broker;5423,6619;0,0000;0,0000;952,5486;952,5486;-0,0000;COLDPOWER22;-24127,3450;0,0000;0,0000;-4237,4449;-4237,4449;-0,0000;IS3;-1276,2710;0,0000;0,0000;-224,1493;-224,1493;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1027;0,1631;-0,0356;-17578,8223;3176,3892;0,0000;default broker;5293,2795;0,0000;0,0000;956,4643;956,4643;-0,0000;COLDPOWER22;-22260,8079;0,0000;0,0000;-4022,3963;-4022,3963;-0,0000;IS3;-611,2938;0,0000;0,0000;-110,4572;-110,4572;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1028;0,1552;-0,0355;-11479,1909;1913,6125;1913,6125;default broker;4926,8070;0,0000;0,0000;821,3122;821,3122;-0,0000;COLDPOWER22;-17229,3073;0,0000;0,0000;-2872,1727;-2872,1727;-0,0000;IS3;823,3094;0,0000;0,0000;137,2479;137,2479;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1029;0,1392;-0,0361;-7743,2346;1138,1259;1138,1259;default broker;4450,6186;0,0000;0,0000;654,1664;654,1664;-0,0000;COLDPOWER22;-11787,1738;0,0000;0,0000;-1732,5172;-1732,5172;-0,0000;IS3;-406,6794;0,0000;0,0000;-59,7751;-59,7751;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1030;0,1585;-0,0373;-23873,8116;4353,5206;0,0000;default broker;4501,7975;0,0000;0,0000;820,9275;820,9275;-0,0000;COLDPOWER22;-23563,2083;0,0000;0,0000;-4296,8804;-4296,8804;-0,0000;IS3;-4812,4007;0,0000;0,0000;-877,5677;-877,5677;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1031;0,1389;-0,0355;-14408,1414;2209,5310;2209,5310;default broker;4615,9635;0,0000;0,0000;707,8716;707,8716;-0,0000;COLDPOWER22;-19301,3497;0,0000;0,0000;-2959,9189;-2959,9189;-0,0000;IS3;277,2448;0,0000;0,0000;42,5163;42,5163;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1032;0,1441;-0,0350;-8189,9682;1247,4359;1247,4359;default broker;4533,6009;0,0000;0,0000;690,5249;690,5249;-0,0000;COLDPOWER22;-17033,0873;0,0000;0,0000;-2594,3550;-2594,3550;-0,0000;IS3;4309,5182;0,0000;0,0000;656,3942;656,3942;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1033;0,1244;-0,0354;-10414,1730;1404,1112;1404,1112;default broker;3569,0850;0,0000;0,0000;481,2089;481,2089;-0,0000;COLDPOWER22;-17994,2336;0,0000;0,0000;-2426,1077;-2426,1077;-0,0000;IS3;4010,9756;0,0000;0,0000;540,7876;540,7876;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1034;0,1269;-0,0351;-9729,1572;1329,6831;1329,6831;default broker;3638,5859;0,0000;0,0000;497,2852;497,2852;-0,0000;COLDPOWER22;-12669,8261;0,0000;0,0000;-1731,5840;-1731,5840;-0,0000;IS3;-697,9170;0,0000;0,0000;-95,3843;-95,3843;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1035;0,1274;-0,0353;-2571,4053;334,1448;334,1448;default broker;3722,1337;0,0000;0,0000;483,6779;483,6779;-0,0000;COLDPOWER22;-6669,8835;0,0000;0,0000;-866,7273;-866,7273;-0,0000;IS3;376,3444;0,0000;0,0000;48,9046;48,9046;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1036;0,1254;-0,0350;-12216,3334;1680,9624;1680,9624;default broker;3672,1551;0,0000;0,0000;505,2870;505,2870;-0,0000;COLDPOWER22;-15621,4071;0,0000;0,0000;-2149,4991;-2149,4991;-0,0000;IS3;-267,0814;0,0000;0,0000;-36,7503;-36,7503;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1037;0,1417;-0,0350;-7954,9696;1190,5628;1190,5628;default broker;4240,5395;0,0000;0,0000;634,6509;634,6509;-0,0000;COLDPOWER22;-12157,6400;0,0000;0,0000;-1819,5461;-1819,5461;-0,0000;IS3;-37,8691;0,0000;0,0000;-5,6676;-5,6676;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1038;0,1627;-0,0360;-3375,4460;560,4181;560,4181;default broker;4361,3994;0,0000;0,0000;724,1139;724,1139;-0,0000;COLDPOWER22;-6866,7506;0,0000;0,0000;-1140,0720;-1140,0720;-0,0000;IS3;-870,0949;0,0000;0,0000;-144,4600;-144,4600;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1039;0,2303;-0,0359;-9639,0313;2312,3180;2312,3180;default broker;4852,4573;0,0000;0,0000;1164,0614;1164,0614;-0,0000;COLDPOWER22;-9968,9114;0,0000;0,0000;-2391,4533;-2391,4533;-0,0000;IS3;-4522,5772;0,0000;0,0000;-1084,9261;-1084,9261;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1040;0,1509;-0,0355;-11126,2171;1802,8595;1802,8595;default broker;4961,3318;0,0000;0,0000;803,9196;803,9196;-0,0000;COLDPOWER22;-753,9126;0,0000;0,0000;-122,1618;-122,1618;-0,0000;IS3;-15333,6363;0,0000;0,0000;-2484,6174;-2484,6174;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1041;0,1302;-0,0365;-7715,2038;1063,7497;1063,7497;default broker;4799,8546;0,0000;0,0000;661,7899;661,7899;-0,0000;COLDPOWER22;5360,6300;0,0000;0,0000;739,1080;739,1080;-0,0000;IS3;-17875,6883;0,0000;0,0000;-2464,6476;-2464,6476;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1042;0,1537;-0,0392;-2817,0772;440,8265;440,8265;default broker;4950,8029;0,0000;0,0000;774,7197;774,7197;-0,0000;COLDPOWER22;16824,8411;0,0000;0,0000;2632,8126;2632,8126;-0,0000;IS3;-24592,7213;0,0000;0,0000;-3848,3588;-3848,3588;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1043;0,1610;-0,0350;-14591,3459;2561,5432;2561,5432;default broker;4919,8235;0,0000;0,0000;863,6860;863,6860;-0,0000;COLDPOWER22;14026,4288;0,0000;0,0000;2462,3708;2462,3708;-0,0000;IS3;-33537,5982;0,0000;0,0000;-5887,6000;-5887,6000;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1044;0,1235;-0,0367;51,9455;1,9052;1,9052;default broker;5063,6746;0,0000;0,0000;-185,7188;185,7188;-0,0000;COLDPOWER22;19726,3323;0,0000;0,0000;-723,4965;723,4965;-0,0000;IS3;-24738,0614;0,0000;0,0000;907,3101;-907,3101;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1045;0,1434;-0,0350;-1610,5364;233,5715;233,5715;default broker;5398,4879;0,0000;0,0000;782,9274;782,9274;-0,0000;COLDPOWER22;11277,7957;0,0000;0,0000;1635,5868;1635,5868;-0,0000;IS3;-18286,8200;0,0000;0,0000;-2652,0858;-2652,0858;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1046;0,1359;-0,0351;-10801,6757;1584,4432;1584,4432;default broker;5440,0141;0,0000;0,0000;797,9682;797,9682;-0,0000;COLDPOWER22;-653,5793;0,0000;0,0000;-95,8702;-95,8702;-0,0000;IS3;-15588,1104;0,0000;0,0000;-2286,5412;-2286,5412;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1047;0,1450;-0,0354;-125,8179;18,2651;18,2651;default broker;6007,4148;0,0000;0,0000;872,1015;872,1015;-0,0000;COLDPOWER22;1715,4758;0,0000;0,0000;249,0371;249,0371;-0,0000;IS3;-7848,7084;0,0000;0,0000;-1139,4037;-1139,4037;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1048;0,1409;-0,0436;2632,8422;107,8285;107,8285;default broker;6407,8298;0,0000;0,0000;-262,4336;262,4336;-0,0000;COLDPOWER22;1202,4884;0,0000;0,0000;-49,2481;49,2481;-0,0000;IS3;-4977,4761;0,0000;0,0000;203,8533;-203,8533;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1049;0,1444;-0,0362;2783,6952;92,9617;92,9617;default broker;5857,5667;0,0000;0,0000;-195,6139;195,6139;-0,0000;COLDPOWER22;-647,2846;0,0000;0,0000;21,6161;-21,6161;-0,0000;IS3;-2426,5869;0,0000;0,0000;81,0361;-81,0361;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1050;0,1447;-0,0382;-3610,2737;535,5484;535,5484;default broker;5196,4837;0,0000;0,0000;770,8469;770,8469;-0,0000;COLDPOWER22;-6959,1536;0,0000;0,0000;-1032,3216;-1032,3216;-0,0000;IS3;-1847,6037;0,0000;0,0000;-274,0737;-274,0737;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1051;0,1360;-0,0373;-1382,3986;189,9452;189,9452;default broker;5089,6351;0,0000;0,0000;699,3293;699,3293;-0,0000;COLDPOWER22;-4657,8710;0,0000;0,0000;-640,0038;-640,0038;-0,0000;IS3;-1814,1627;0,0000;0,0000;-249,2707;-249,2707;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1052;0,1489;-0,0355;1077,0085;37,0662;37,0662;default broker;5013,0781;0,0000;0,0000;-172,5294;172,5294;-0,0000;COLDPOWER22;-452,5573;0,0000;0,0000;15,5751;-15,5751;-0,0000;IS3;-3483,5122;0,0000;0,0000;119,8881;-119,8881;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1053;0,1423;-0,0351;2192,1809;72,0452;72,0452;default broker;4762,4602;0,0000;0,0000;-156,5165;156,5165;-0,0000;COLDPOWER22;-63,1043;0,0000;0,0000;2,0739;-2,0739;-0,0000;IS3;-2507,1749;0,0000;0,0000;82,3974;-82,3974;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1054;0,1253;-0,0351;1505,2745;50,4967;50,4967;default broker;4583,3921;0,0000;0,0000;-153,7569;153,7569;-0,0000;COLDPOWER22;-48,6614;0,0000;0,0000;1,6324;-1,6324;-0,0000;IS3;-3029,4562;0,0000;0,0000;101,6277;-101,6277;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1055;0,1241;-0,0357;11759,1261;281,4482;281,4482;default broker;4525,9343;0,0000;0,0000;-108,3257;108,3257;-0,0000;COLDPOWER22;10395,6232;0,0000;0,0000;-248,8135;248,8135;-0,0000;IS3;-3162,4314;0,0000;0,0000;75,6911;-75,6911;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1056;0,1287;-0,0359;339,9057;12,0802;12,0802;default broker;4395,0550;0,0000;0,0000;-156,1990;156,1990;-0,0000;COLDPOWER22;-2735,1265;0,0000;0,0000;97,2056;-97,2056;-0,0000;IS3;-1320,0227;0,0000;0,0000;46,9132;-46,9132;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1057;0,1143;-0,0358;4915,4984;151,6227;151,6227;default broker;3646,3810;0,0000;0,0000;-112,4757;112,4757;-0,0000;COLDPOWER22;1623,1626;0,0000;0,0000;-50,0678;50,0678;-0,0000;IS3;-354,0451;0,0000;0,0000;10,9208;-10,9208;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1058;0,1121;-0,0356;11219,2342;273,3205;273,3205;default broker;3709,7738;0,0000;0,0000;-90,3767;90,3767;-0,0000;COLDPOWER22;7299,1815;0,0000;0,0000;-177,8210;177,8210;-0,0000;IS3;210,2789;0,0000;0,0000;-5,1228;5,1228;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1059;0,1228;-0,0351;16987,4904;307,3957;307,3957;default broker;3789,3111;0,0000;0,0000;-68,5692;68,5692;-0,0000;COLDPOWER22;12992,5919;0,0000;0,0000;-235,1063;235,1063;-0,0000;IS3;205,5875;0,0000;0,0000;-3,7202;3,7202;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1060;0,1119;-0,0383;12633,8026;324,5381;324,5381;default broker;3735,8923;0,0000;0,0000;-95,9679;95,9679;-0,0000;COLDPOWER22;8346,2397;0,0000;0,0000;-214,3988;214,3988;-0,0000;IS3;551,6707;0,0000;0,0000;-14,1714;14,1714;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1061;0,1347;-0,0379;11439,7642;303,2575;303,2575;default broker;4563,5202;0,0000;0,0000;-120,9747;120,9747;-0,0000;COLDPOWER22;7236,8694;0,0000;0,0000;-191,8427;191,8427;-0,0000;IS3;-360,6254;0,0000;0,0000;9,5598;-9,5598;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1062;0,1214;-0,0350;8811,0890;230,8753;230,8753;default broker;4632,4430;0,0000;0,0000;-121,3830;121,3830;-0,0000;COLDPOWER22;3935,7357;0,0000;0,0000;-103,1273;103,1273;-0,0000;IS3;242,9102;0,0000;0,0000;-6,3649;6,3649;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1063;0,1883;-0,0416;15629,9513;405,2960;405,2960;default broker;4852,4580;0,0000;0,0000;-125,8278;125,8278;-0,0000;COLDPOWER22;9955,1037;0,0000;0,0000;-258,1431;258,1431;-0,0000;IS3;822,3896;0,0000;0,0000;-21,3252;21,3252;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1064;0,1317;-0,0351;15713,4054;304,8242;304,8242;default broker;5049,5604;0,0000;0,0000;-97,9564;97,9564;-0,0000;COLDPOWER22;10576,7158;0,0000;0,0000;-205,1776;205,1776;-0,0000;IS3;87,1292;0,0000;0,0000;-1,6902;1,6902;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1065;0,1409;-0,0401;25105,3882;376,6929;376,6929;default broker;5000,0605;0,0000;0,0000;-75,0232;75,0232;-0,0000;COLDPOWER22;6646,9187;0,0000;0,0000;-99,7334;99,7334;-0,0000;IS3;13458,4090;0,0000;0,0000;-201,9362;201,9362;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
