ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;Mertacor22;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2
1066;0,1191;-0,0360;-9592,0221;1234,6545;1234,6545;default broker;-3248,4236;0,0000;0,0000;-418,1267;-418,1267;-0,0000;Mertacor22;3526,7471;0,0000;0,0000;453,9516;453,9516;-0,0000;IS3;-9870,3455;0,0000;0,0000;-1270,4794;-1270,4794;-0,0000
1067;0,1130;-0,0363;-13067,2465;1646,7073;1646,7073;default broker;-1694,7642;0,0000;0,0000;-213,5707;-213,5707;-0,0000;Mertacor22;-5441,7765;0,0000;0,0000;-685,7614;-685,7614;-0,0000;IS3;-5930,7058;0,0000;0,0000;-747,3753;-747,3753;-0,0000
1068;0,1216;-0,0355;-3733,9150;468,1167;468,1167;default broker;-692,0709;0,0000;0,0000;-86,7641;-86,7641;-0,0000;Mertacor22;2173,2503;0,0000;0,0000;272,4579;272,4579;-0,0000;IS3;-5215,0945;0,0000;0,0000;-653,8105;-653,8105;-0,0000
1069;0,1480;-0,0370;3944,4977;130,3609;130,3609;default broker;-31,6274;0,0000;0,0000;1,0452;-1,0452;-0,0000;Mertacor22;-7754,8658;0,0000;0,0000;256,2889;-256,2889;-0,0000;IS3;11730,9910;0,0000;0,0000;-387,6950;387,6950;-0,0000
1070;0,1166;-0,0360;1697,9950;58,2086;58,2086;default broker;1993,5186;0,0000;0,0000;-68,3394;68,3394;-0,0000;Mertacor22;-2172,1570;0,0000;0,0000;74,4632;-74,4632;-0,0000;IS3;1876,6334;0,0000;0,0000;-64,3325;64,3325;-0,0000
1071;0,1425;-0,0351;-10727,8221;1643,7969;1643,7969;default broker;7951,4298;0,0000;0,0000;1218,3774;1218,3774;-0,0000;Mertacor22;-15284,7085;0,0000;0,0000;-2342,0370;-2342,0370;-0,0000;IS3;-3394,5434;0,0000;0,0000;-520,1372;-520,1372;-0,0000
1072;0,1324;-0,0372;3848,8649;128,2982;128,2982;default broker;9813,7093;0,0000;0,0000;-327,1304;327,1304;-0,0000;Mertacor22;-9028,0697;0,0000;0,0000;300,9419;-300,9419;-0,0000;IS3;3063,2253;0,0000;0,0000;-102,1096;102,1096;-0,0000
1073;0,1344;-0,0353;-16616,0713;2509,5608;2509,5608;default broker;12055,1433;0,0000;0,0000;1820,7141;1820,7141;-0,0000;Mertacor22;-29443,2142;0,0000;0,0000;-4446,8716;-4446,8716;-0,0000;IS3;771,9995;0,0000;0,0000;116,5967;116,5967;-0,0000
1074;0,1234;-0,0354;-2254,6499;283,3523;283,3523;default broker;11805,9084;0,0000;0,0000;1483,7032;1483,7032;-0,0000;Mertacor22;-14123,2008;0,0000;0,0000;-1774,9280;-1774,9280;-0,0000;IS3;62,6425;0,0000;0,0000;7,8726;7,8726;-0,0000
1075;0,1136;-0,0381;1057,5293;39,1786;39,1786;default broker;13484,1046;0,0000;0,0000;-499,5493;499,5493;-0,0000;Mertacor22;-12505,0888;0,0000;0,0000;463,2794;-463,2794;-0,0000;IS3;78,5134;0,0000;0,0000;-2,9087;2,9087;-0,0000
1076;0,1186;-0,0351;5284,4849;157,7196;157,7196;default broker;14681,8135;0,0000;0,0000;-438,1903;438,1903;-0,0000;Mertacor22;-9470,7802;0,0000;0,0000;282,6629;-282,6629;-0,0000;IS3;73,4516;0,0000;0,0000;-2,1922;2,1922;-0,0000
1077;0,1025;-0,0387;12112,7888;322,1332;322,1332;default broker;14233,8901;0,0000;0,0000;-378,5428;378,5428;-0,0000;Mertacor22;-2198,7922;0,0000;0,0000;58,4757;-58,4757;-0,0000;IS3;77,6909;0,0000;0,0000;-2,0661;2,0661;-0,0000
1078;0,1088;-0,0358;15176,2009;313,2121;313,2121;default broker;14121,0663;0,0000;0,0000;-291,4358;291,4358;-0,0000;Mertacor22;969,7218;0,0000;0,0000;-20,0135;20,0135;-0,0000;IS3;85,4128;0,0000;0,0000;-1,7628;1,7628;-0,0000
1079;0,0975;-0,0357;9962,0718;256,2449;256,2449;default broker;9495,8312;0,0000;0,0000;-244,2522;244,2522;-0,0000;Mertacor22;466,2406;0,0000;0,0000;-11,9927;11,9927;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1080;0,0986;-0,0355;12011,6434;281,7965;281,7965;default broker;8822,6679;0,0000;0,0000;-206,9822;206,9822;-0,0000;Mertacor22;3188,9755;0,0000;0,0000;-74,8142;74,8142;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1081;0,0802;-0,0356;13563,8883;299,1809;299,1809;default broker;13758,4094;0,0000;0,0000;-303,4715;303,4715;-0,0000;Mertacor22;-245,4411;0,0000;0,0000;5,4137;-5,4137;-0,0000;IS3;50,9200;0,0000;0,0000;-1,1232;1,1232;-0,0000
1082;0,1122;-0,0363;16675,3508;328,0054;328,0054;default broker;12002,8367;0,0000;0,0000;-236,0967;236,0967;-0,0000;Mertacor22;1361,8741;0,0000;0,0000;-26,7882;26,7882;-0,0000;IS3;3310,6400;0,0000;0,0000;-65,1205;65,1205;-0,0000
1083;0,0978;-0,0350;9337,3823;239,9859;239,9859;default broker;9741,5048;0,0000;0,0000;-250,3725;250,3725;-0,0000;Mertacor22;-404,1225;0,0000;0,0000;10,3866;-10,3866;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1084;0,1028;-0,0365;12256,4422;296,6151;296,6151;default broker;10372,8031;0,0000;0,0000;-251,0296;251,0296;-0,0000;Mertacor22;-1454,5960;0,0000;0,0000;35,2023;-35,2023;-0,0000;IS3;3338,2351;0,0000;0,0000;-80,7878;80,7878;-0,0000
1085;0,1152;-0,0351;3358,8688;106,5249;106,5249;default broker;7840,7444;0,0000;0,0000;-248,6655;248,6655;-0,0000;Mertacor22;-4481,8756;0,0000;0,0000;142,1405;-142,1405;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1086;0,1188;-0,0395;854,3591;33,0114;33,0114;default broker;4867,0315;0,0000;0,0000;-188,0562;188,0562;-0,0000;Mertacor22;-3880,8960;0,0000;0,0000;149,9532;-149,9532;-0,0000;IS3;-131,7765;0,0000;0,0000;5,0917;-5,0917;-0,0000
1087;0,1035;-0,0375;-2079,8570;219,5902;219,5902;default broker;1976,1438;0,0000;0,0000;208,6403;208,6403;-0,0000;Mertacor22;-4242,1278;0,0000;0,0000;-447,8817;-447,8817;-0,0000;IS3;186,1270;0,0000;0,0000;19,6512;19,6512;-0,0000
1088;0,1109;-0,0356;-5418,5420;630,1493;630,1493;default broker;608,3682;0,0000;0,0000;70,7502;70,7502;-0,0000;Mertacor22;-1914,3510;0,0000;0,0000;-222,6294;-222,6294;-0,0000;IS3;-4112,5592;0,0000;0,0000;-478,2701;-478,2701;-0,0000
1089;0,1397;-0,0392;11205,8580;313,8100;313,8100;default broker;1803,8903;0,0000;0,0000;-50,5163;50,5163;-0,0000;Mertacor22;2395,9241;0,0000;0,0000;-67,0957;67,0957;-0,0000;IS3;7006,0436;0,0000;0,0000;-196,1980;196,1980;-0,0000
1090;0,1161;-0,0364;21689,8120;319,5247;319,5247;default broker;2794,5673;0,0000;0,0000;-41,1683;41,1683;-0,0000;Mertacor22;7806,3527;0,0000;0,0000;-114,9997;114,9997;-0,0000;IS3;11088,8920;0,0000;0,0000;-163,3566;163,3566;-0,0000
1091;0,1189;-0,0369;4895,0534;156,4873;156,4873;default broker;1182,6034;0,0000;0,0000;-37,8060;37,8060;-0,0000;Mertacor22;75,2779;0,0000;0,0000;-2,4065;2,4065;-0,0000;IS3;3637,1720;0,0000;0,0000;-116,2747;116,2747;-0,0000
1092;0,1310;-0,0360;3336,4045;108,8342;108,8342;default broker;3140,9573;0,0000;0,0000;-102,4587;102,4587;-0,0000;Mertacor22;-2641,2720;0,0000;0,0000;86,1588;-86,1588;-0,0000;IS3;2836,7192;0,0000;0,0000;-92,5344;92,5344;-0,0000
1093;0,1254;-0,0372;4509,6842;147,2935;147,2935;default broker;2841,6157;0,0000;0,0000;-92,8117;92,8117;-0,0000;Mertacor22;233,0540;0,0000;0,0000;-7,6119;7,6119;-0,0000;IS3;1435,0145;0,0000;0,0000;-46,8699;46,8699;-0,0000
1094;0,1238;-0,0369;5302,6218;167,5911;167,5911;default broker;6218,5697;0,0000;0,0000;-196,5399;196,5399;-0,0000;Mertacor22;-60,7415;0,0000;0,0000;1,9198;-1,9198;-0,0000;IS3;-855,2063;0,0000;0,0000;27,0291;-27,0291;-0,0000
1095;0,1170;-0,0380;2209,8330;79,1531;79,1531;default broker;8663,4120;0,0000;0,0000;-310,3111;310,3111;-0,0000;Mertacor22;-6221,6823;0,0000;0,0000;222,8518;-222,8518;-0,0000;IS3;-231,8967;0,0000;0,0000;8,3062;-8,3062;-0,0000
1096;0,1155;-0,0352;4750,5547;144,4829;144,4829;default broker;10527,5042;0,0000;0,0000;-320,1825;320,1825;-0,0000;Mertacor22;-8296,0248;0,0000;0,0000;252,3145;-252,3145;-0,0000;IS3;2519,0752;0,0000;0,0000;-76,6149;76,6149;-0,0000
1097;0,1227;-0,0404;-294,1508;36,1897;36,1897;default broker;12757,1667;0,0000;0,0000;1569,5273;1569,5273;-0,0000;Mertacor22;-16784,8298;0,0000;0,0000;-2065,0549;-2065,0549;-0,0000;IS3;3733,5122;0,0000;0,0000;459,3379;459,3379;-0,0000
1098;0,1237;-0,0372;9578,5440;264,3464;264,3464;default broker;14757,5409;0,0000;0,0000;-407,2752;407,2752;-0,0000;Mertacor22;-11271,2969;0,0000;0,0000;311,0626;-311,0626;-0,0000;IS3;6092,3000;0,0000;0,0000;-168,1339;168,1339;-0,0000
1099;0,1108;-0,0366;13173,2928;307,9688;307,9688;default broker;16205,9449;0,0000;0,0000;-378,8670;378,8670;-0,0000;Mertacor22;-6421,8221;0,0000;0,0000;150,1311;-150,1311;-0,0000;IS3;3389,1700;0,0000;0,0000;-79,2329;79,2329;-0,0000
1100;0,1106;-0,0479;16630,1324;519,9960;519,9960;default broker;16913,9495;0,0000;0,0000;-528,8705;528,8705;-0,0000;Mertacor22;-4817,6371;0,0000;0,0000;150,6393;-150,6393;-0,0000;IS3;4533,8200;0,0000;0,0000;-141,7649;141,7649;-0,0000
1101;0,1090;-0,0407;20173,6546;414,3817;414,3817;default broker;17200,1630;0,0000;0,0000;-353,3040;353,3040;-0,0000;Mertacor22;-1542,4584;0,0000;0,0000;31,6832;-31,6832;-0,0000;IS3;4515,9500;0,0000;0,0000;-92,7609;92,7609;-0,0000
1102;0,0994;-0,0360;23163,7013;297,6623;297,6623;default broker;17291,4761;0,0000;0,0000;-222,2020;222,2020;-0,0000;Mertacor22;1365,6351;0,0000;0,0000;-17,5489;17,5489;-0,0000;IS3;4506,5900;0,0000;0,0000;-57,9114;57,9114;-0,0000
1103;0,0996;-0,0458;26631,1322;509,5764;509,5764;default broker;17033,8448;0,0000;0,0000;-325,9360;325,9360;-0,0000;Mertacor22;5071,5773;0,0000;0,0000;-97,0427;97,0427;-0,0000;IS3;4525,7100;0,0000;0,0000;-86,5977;86,5977;-0,0000
1104;0,1035;-0,0372;17840,8385;344,7174;344,7174;default broker;16175,0528;0,0000;0,0000;-312,5314;312,5314;-0,0000;Mertacor22;1665,7858;0,0000;0,0000;-32,1860;32,1860;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1105;0,1084;-0,0374;15179,4428;337,2507;337,2507;default broker;15565,0944;0,0000;0,0000;-345,8190;345,8190;-0,0000;Mertacor22;-385,6516;0,0000;0,0000;8,5683;-8,5683;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1106;0,1059;-0,0378;16593,9294;352,1553;352,1553;default broker;15227,8884;0,0000;0,0000;-323,1653;323,1653;-0,0000;Mertacor22;1413,7140;0,0000;0,0000;-30,0018;30,0018;-0,0000;IS3;-47,6731;0,0000;0,0000;1,0117;-1,0117;-0,0000
1107;0,0993;-0,0361;8305,8877;231,0944;231,0944;default broker;14712,9373;0,0000;0,0000;-409,3575;409,3575;-0,0000;Mertacor22;-6360,7592;0,0000;0,0000;176,9752;-176,9752;-0,0000;IS3;-46,2904;0,0000;0,0000;1,2879;-1,2879;-0,0000
1108;0,1068;-0,0355;12088,4293;282,6983;282,6983;default broker;14037,3514;0,0000;0,0000;-328,2755;328,2755;-0,0000;Mertacor22;-1904,0148;0,0000;0,0000;44,5270;-44,5270;-0,0000;IS3;-44,9073;0,0000;0,0000;1,0502;-1,0502;-0,0000
1109;0,1020;-0,0363;3835,8768;124,5927;124,5927;default broker;13061,3121;0,0000;0,0000;-424,2429;424,2429;-0,0000;Mertacor22;-9225,4353;0,0000;0,0000;299,6503;-299,6503;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1110;0,1274;-0,0364;12407,0778;297,1829;297,1829;default broker;10336,8371;0,0000;0,0000;-247,5951;247,5951;-0,0000;Mertacor22;1759,5320;0,0000;0,0000;-42,1455;42,1455;-0,0000;IS3;310,7087;0,0000;0,0000;-7,4423;7,4423;-0,0000
1111;0,1276;-0,0364;-3984,0125;524,4199;524,4199;default broker;6659,9141;0,0000;0,0000;876,6517;876,6517;-0,0000;Mertacor22;-11665,4028;0,0000;0,0000;-1535,5296;-1535,5296;-0,0000;IS3;1021,4763;0,0000;0,0000;134,4580;134,4580;-0,0000
1112;0,1287;-0,0352;-9658,8741;1336,1361;1336,1361;default broker;4286,0852;0,0000;0,0000;592,9049;592,9049;-0,0000;Mertacor22;-14427,9559;0,0000;0,0000;-1995,8551;-1995,8551;-0,0000;IS3;482,9966;0,0000;0,0000;66,8141;66,8141;-0,0000
1113;0,1276;-0,0358;-7211,5534;972,4552;972,4552;default broker;2674,6821;0,0000;0,0000;360,6724;360,6724;-0,0000;Mertacor22;-5638,2573;0,0000;0,0000;-760,3012;-760,3012;-0,0000;IS3;-4247,9782;0,0000;0,0000;-572,8264;-572,8264;-0,0000
1114;0,1887;-0,0542;-11893,0652;2385,1545;2385,1545;default broker;4838,1017;0,0000;0,0000;970,2814;970,2814;-0,0000;Mertacor22;-33439,0596;0,0000;0,0000;-6706,2041;-6706,2041;-0,0000;IS3;16707,8927;0,0000;0,0000;3350,7682;3350,7682;-0,0000
1115;0,1239;-0,0354;7264,4033;204,7510;204,7510;default broker;4430,2038;0,0000;0,0000;-124,8676;124,8676;-0,0000;Mertacor22;-8581,8501;0,0000;0,0000;241,8839;-241,8839;-0,0000;IS3;11416,0496;0,0000;0,0000;-321,7673;321,7673;-0,0000
1116;0,1440;-0,0374;2325,9486;81,6420;81,6420;default broker;5019,2656;0,0000;0,0000;-176,1787;176,1787;-0,0000;Mertacor22;-9180,9992;0,0000;0,0000;322,2576;-322,2576;-0,0000;IS3;6487,6822;0,0000;0,0000;-227,7209;227,7209;-0,0000
1117;0,1529;-0,0396;14200,4459;361,3765;361,3765;default broker;8194,2376;0,0000;0,0000;-208,5290;208,5290;-0,0000;Mertacor22;-8564,6666;0,0000;0,0000;217,9558;-217,9558;-0,0000;IS3;14570,8749;0,0000;0,0000;-370,8032;370,8032;-0,0000
1118;0,1302;-0,0357;7878,9209;219,1084;219,1084;default broker;8226,2048;0,0000;0,0000;-228,7661;228,7661;-0,0000;Mertacor22;-11544,2468;0,0000;0,0000;321,0390;-321,0390;-0,0000;IS3;11196,9629;0,0000;0,0000;-311,3812;311,3812;-0,0000
1119;0,1227;-0,0351;14611,4891;298,6736;298,6736;default broker;10245,9685;0,0000;0,0000;-209,4380;209,4380;-0,0000;Mertacor22;-2963,2800;0,0000;0,0000;60,5724;-60,5724;-0,0000;IS3;7328,8007;0,0000;0,0000;-149,8081;149,8081;-0,0000
1120;0,1686;-0,0460;-19590,0198;3687,2631;3687,2631;default broker;12645,2430;0,0000;0,0000;2380,1068;2380,1068;-0,0000;Mertacor22;-42852,3469;0,0000;0,0000;-8065,7335;-8065,7335;-0,0000;IS3;10617,0842;0,0000;0,0000;1998,3636;1998,3636;-0,0000
1121;0,1230;-0,0407;5734,5409;200,7533;200,7533;default broker;13970,9115;0,0000;0,0000;-489,0900;489,0900;-0,0000;Mertacor22;-17678,5383;0,0000;0,0000;618,8856;-618,8856;-0,0000;IS3;9442,1676;0,0000;0,0000;-330,5489;330,5489;-0,0000
1122;0,2034;-0,0435;-22799,8374;5156,8013;5156,8013;default broker;15354,0397;0,0000;0,0000;3472,7323;3472,7323;-0,0000;Mertacor22;-47895,7740;0,0000;0,0000;-10832,9277;-10832,9277;-0,0000;IS3;9741,8969;0,0000;0,0000;2203,3941;2203,3941;-0,0000
1123;0,1283;-0,0395;16999,4645;382,0350;382,0350;default broker;16721,2758;0,0000;0,0000;-375,7832;375,7832;-0,0000;Mertacor22;-9472,2838;0,0000;0,0000;212,8740;-212,8740;-0,0000;IS3;9750,4726;0,0000;0,0000;-219,1258;219,1258;-0,0000
1124;0,1641;-0,0459;8271,7517;310,8685;310,8685;default broker;17816,2238;0,0000;0,0000;-669,5684;669,5684;-0,0000;Mertacor22;-19585,8436;0,0000;0,0000;736,0741;-736,0741;-0,0000;IS3;10041,3715;0,0000;0,0000;-377,3743;377,3743;-0,0000
1125;0,1209;-0,0436;26540,9090;451,7372;451,7372;default broker;18332,2229;0,0000;0,0000;-312,0220;312,0220;-0,0000;Mertacor22;-1837,7069;0,0000;0,0000;31,2785;-31,2785;-0,0000;IS3;10046,3930;0,0000;0,0000;-170,9937;170,9937;-0,0000
1126;0,1119;-0,0432;25710,8128;450,1029;450,1029;default broker;18135,4672;0,0000;0,0000;-317,4861;317,4861;-0,0000;Mertacor22;-2450,5391;0,0000;0,0000;42,9000;-42,9000;-0,0000;IS3;10025,8847;0,0000;0,0000;-175,5168;175,5168;-0,0000
1127;0,1042;-0,0408;29821,3540;327,0555;327,0555;default broker;17613,5423;0,0000;0,0000;-193,1705;193,1705;-0,0000;Mertacor22;2172,5887;0,0000;0,0000;-23,8271;23,8271;-0,0000;IS3;10035,2230;0,0000;0,0000;-110,0579;110,0579;-0,0000
1128;0,0989;-0,0472;27574,3308;540,9517;540,9517;default broker;16547,0088;0,0000;0,0000;-324,6183;324,6183;-0,0000;Mertacor22;894,5074;0,0000;0,0000;-17,5484;17,5484;-0,0000;IS3;10132,8147;0,0000;0,0000;-198,7850;198,7850;-0,0000
1129;0,0980;-0,0472;22455,7867;555,6588;555,6588;default broker;15538,3087;0,0000;0,0000;-384,4887;384,4887;-0,0000;Mertacor22;774,3175;0,0000;0,0000;-19,1602;19,1602;-0,0000;IS3;6143,1604;0,0000;0,0000;-152,0099;152,0099;-0,0000
1130;0,1001;-0,0355;20987,8438;304,0007;304,0007;default broker;14817,1642;0,0000;0,0000;-214,6208;214,6208;-0,0000;Mertacor22;1674,9072;0,0000;0,0000;-24,2604;24,2604;-0,0000;IS3;4495,7724;0,0000;0,0000;-65,1195;65,1195;-0,0000
1131;0,1084;-0,0373;12321,1028;307,2642;307,2642;default broker;13913,5880;0,0000;0,0000;-346,9776;346,9776;-0,0000;Mertacor22;-6408,6572;0,0000;0,0000;159,8194;-159,8194;-0,0000;IS3;4816,1720;0,0000;0,0000;-120,1059;120,1059;-0,0000
1132;0,1076;-0,0354;13154,9418;292,2790;292,2790;default broker;12959,3294;0,0000;0,0000;-287,9329;287,9329;-0,0000;Mertacor22;-4678,0770;0,0000;0,0000;103,9384;-103,9384;-0,0000;IS3;4873,6893;0,0000;0,0000;-108,2846;108,2846;-0,0000
1133;0,1176;-0,0377;-680,1649;80,4232;80,4232;default broker;11459,5092;0,0000;0,0000;1354,9806;1354,9806;-0,0000;Mertacor22;-12139,6741;0,0000;0,0000;-1435,4038;-1435,4038;-0,0000;IS3;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1134;0,1119;-0,0372;-493,8900;55,4903;55,4903;default broker;8994,7874;0,0000;0,0000;1010,5957;1010,5957;-0,0000;Mertacor22;-9536,3170;0,0000;0,0000;-1071,4384;-1071,4384;-0,0000;IS3;47,6396;0,0000;0,0000;5,3525;5,3525;-0,0000
1135;0,1264;-0,0409;-4457,3275;583,4628;583,4628;default broker;5751,7721;0,0000;0,0000;752,9052;752,9052;-0,0000;Mertacor22;-11809,1667;0,0000;0,0000;-1545,8163;-1545,8163;-0,0000;IS3;1600,0670;0,0000;0,0000;209,4483;209,4483;-0,0000
1136;0,1339;-0,0383;-10274,3180;1481,0982;1481,0982;default broker;4271,7259;0,0000;0,0000;615,7923;615,7923;-0,0000;Mertacor22;-21028,1093;0,0000;0,0000;-3031,3151;-3031,3151;-0,0000;IS3;6482,0654;0,0000;0,0000;934,4246;934,4246;-0,0000
1137;0,1268;-0,0420;-6438,8991;857,9654;857,9654;default broker;4018,4061;0,0000;0,0000;535,4414;535,4414;-0,0000;Mertacor22;-13957,2524;0,0000;0,0000;-1859,7650;-1859,7650;-0,0000;IS3;3499,9473;0,0000;0,0000;466,3582;466,3582;-0,0000
1138;0,1464;-0,0359;14688,5274;311,7180;311,7180;default broker;4533,8625;0,0000;0,0000;-96,2170;96,2170;-0,0000;Mertacor22;-975,3307;0,0000;0,0000;20,6983;-20,6983;-0,0000;IS3;11129,9955;0,0000;0,0000;-236,1993;236,1993;-0,0000
1139;0,1552;-0,0376;6264,9161;196,5928;196,5928;default broker;5021,5721;0,0000;0,0000;-157,5767;157,5767;-0,0000;Mertacor22;-9342,0534;0,0000;0,0000;293,1532;-293,1532;-0,0000;IS3;10585,3974;0,0000;0,0000;-332,1693;332,1693;-0,0000
1140;0,1309;-0,0375;6415,2127;199,2463;199,2463;default broker;5241,7543;0,0000;0,0000;-162,8005;162,8005;-0,0000;Mertacor22;-10249,4007;0,0000;0,0000;318,3300;-318,3300;-0,0000;IS3;11422,8592;0,0000;0,0000;-354,7758;354,7758;-0,0000
1141;0,1286;-0,0380;22875,9748;345,8752;345,8752;default broker;8134,3382;0,0000;0,0000;-122,9878;122,9878;-0,0000;Mertacor22;-10662,8095;0,0000;0,0000;161,2172;-161,2172;-0,0000;IS3;25404,4460;0,0000;0,0000;-384,1046;384,1046;-0,0000
1142;0,2043;-0,0507;-12712,7462;2759,0253;2759,0253;default broker;8931,8371;0,0000;0,0000;1938,4611;1938,4611;-0,0000;Mertacor22;-41860,3346;0,0000;0,0000;-9084,8759;-9084,8759;-0,0000;IS3;20215,7513;0,0000;0,0000;4387,3895;4387,3895;-0,0000
1143;0,1317;-0,0510;10893,5460;436,6109;436,6109;default broker;10076,4309;0,0000;0,0000;-403,8611;403,8611;-0,0000;Mertacor22;-6771,4801;0,0000;0,0000;271,3994;-271,3994;-0,0000;IS3;7588,5952;0,0000;0,0000;-304,1492;304,1492;-0,0000
1144;0,1244;-0,0352;3866,9932;121,0185;121,0185;default broker;12110,9142;0,0000;0,0000;-379,0141;379,0141;-0,0000;Mertacor22;-16570,3738;0,0000;0,0000;518,5741;-518,5741;-0,0000;IS3;8326,4528;0,0000;0,0000;-260,5785;260,5785;-0,0000
1145;0,1282;-0,0363;2899,8315;96,8890;96,8890;default broker;14232,2429;0,0000;0,0000;-475,5267;475,5267;-0,0000;Mertacor22;-21602,7749;0,0000;0,0000;721,7904;-721,7904;-0,0000;IS3;10270,3635;0,0000;0,0000;-343,1527;343,1527;-0,0000
1146;0,1422;-0,0352;-2402,6330;347,3608;347,3608;default broker;15243,8482;0,0000;0,0000;2203,8803;2203,8803;-0,0000;Mertacor22;-27850,5798;0,0000;0,0000;-4026,4994;-4026,4994;-0,0000;IS3;10204,0987;0,0000;0,0000;1475,2582;1475,2582;-0,0000
1147;0,1845;-0,0460;-8478,3810;1635,9472;1635,9472;default broker;16340,8900;0,0000;0,0000;3153,0587;3153,0587;-0,0000;Mertacor22;-34939,7271;0,0000;0,0000;-6741,7998;-6741,7998;-0,0000;IS3;10120,4561;0,0000;0,0000;1952,7940;1952,7940;-0,0000
1148;0,1334;-0,0467;19415,4104;528,8304;528,8304;default broker;17346,4140;0,0000;0,0000;-472,4758;472,4758;-0,0000;Mertacor22;-8208,8209;0,0000;0,0000;223,5891;-223,5891;-0,0000;IS3;10277,8174;0,0000;0,0000;-279,9437;279,9437;-0,0000
1149;0,1103;-0,0444;17991,7124;475,0841;475,0841;default broker;17220,2288;0,0000;0,0000;-454,7125;454,7125;-0,0000;Mertacor22;-5462,9138;0,0000;0,0000;144,2522;-144,2522;-0,0000;IS3;6234,3974;0,0000;0,0000;-164,6238;164,6238;-0,0000
1150;0,1165;-0,0448;19230,5467;492,1767;492,1767;default broker;16991,9601;0,0000;0,0000;-434,8834;434,8834;-0,0000;Mertacor22;-4146,3810;0,0000;0,0000;106,1203;-106,1203;-0,0000;IS3;6384,9676;0,0000;0,0000;-163,4136;163,4136;-0,0000
1151;0,1068;-0,0428;22795,6015;455,9178;455,9178;default broker;16622,7619;0,0000;0,0000;-332,4595;332,4595;-0,0000;Mertacor22;1440,3643;0,0000;0,0000;-28,8077;28,8077;-0,0000;IS3;4732,4752;0,0000;0,0000;-94,6507;94,6507;-0,0000
1152;0,1005;-0,0472;21841,6444;554,3932;554,3932;default broker;15762,4093;0,0000;0,0000;-400,0877;400,0877;-0,0000;Mertacor22;1470,4773;0,0000;0,0000;-37,3242;37,3242;-0,0000;IS3;4608,7579;0,0000;0,0000;-116,9813;116,9813;-0,0000
1153;0,0950;-0,0472;21433,7705;552,1501;552,1501;default broker;15081,9479;0,0000;0,0000;-388,5224;388,5224;-0,0000;Mertacor22;1752,0604;0,0000;0,0000;-45,1344;45,1344;-0,0000;IS3;4599,7622;0,0000;0,0000;-118,4934;118,4934;-0,0000
1154;0,0971;-0,0472;16066,8580;499,7651;499,7651;default broker;13934,3053;0,0000;0,0000;-433,4313;433,4313;-0,0000;Mertacor22;2174,3604;0,0000;0,0000;-67,6342;67,6342;-0,0000;IS3;-41,8077;0,0000;0,0000;1,3004;-1,3004;-0,0000
1155;0,1164;-0,0504;9621,7789;392,0231;392,0231;default broker;12991,4255;0,0000;0,0000;-529,3136;529,3136;-0,0000;Mertacor22;-3326,7418;0,0000;0,0000;135,5425;-135,5425;-0,0000;IS3;-42,9047;0,0000;0,0000;1,7481;-1,7481;-0,0000
1156;0,1041;-0,0360;3681,9304;119,0869;119,0869;default broker;12143,4116;0,0000;0,0000;-392,7616;392,7616;-0,0000;Mertacor22;-8413,1103;0,0000;0,0000;272,1103;-272,1103;-0,0000;IS3;-48,3709;0,0000;0,0000;1,5645;-1,5645;-0,0000
1157;0,1095;-0,0356;3135,1928;101,8295;101,8295;default broker;11235,0966;0,0000;0,0000;-364,9102;364,9102;-0,0000;Mertacor22;-8062,3361;0,0000;0,0000;261,8606;-261,8606;-0,0000;IS3;-37,5677;0,0000;0,0000;1,2202;-1,2202;-0,0000
1158;0,1051;-0,0467;5245,3878;217,2159;217,2159;default broker;8587,3303;0,0000;0,0000;-355,6085;355,6085;-0,0000;Mertacor22;-4427,7597;0,0000;0,0000;183,3572;-183,3572;-0,0000;IS3;1085,8173;0,0000;0,0000;-44,9646;44,9646;-0,0000
1159;0,1199;-0,0359;-6621,8738;837,6727;837,6727;default broker;5461,0562;0,0000;0,0000;690,8282;690,8282;-0,0000;Mertacor22;-13846,4768;0,0000;0,0000;-1751,5911;-1751,5911;-0,0000;IS3;1763,5468;0,0000;0,0000;223,0902;223,0902;-0,0000
1160;0,1432;-0,0364;4333,4602;139,1548;139,1548;default broker;4156,7586;0,0000;0,0000;-133,4806;133,4806;-0,0000;Mertacor22;-11396,9740;0,0000;0,0000;365,9762;-365,9762;-0,0000;IS3;11573,6756;0,0000;0,0000;-371,6504;371,6504;-0,0000
