ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2;TUC_TAC22;netLoad;regOffered;regUsed;baseCost;p1;p2
1120;0,2055;-0,0508;-15490,4646;3423,2536;3113,2116;default broker;6147,7760;0,0000;0,0000;1358,6033;1358,4905;-0,0000;IS3;-8536,0508;0,0000;0,0000;-1886,3906;-1886,2340;-0,0000;VidyutVanika;-11966,8960;1200,0000;1200,0000;-2644,5766;-2644,5766;282,0536;TUC_TAC22;-1135,2939;118,4129;118,4129;-250,8897;-250,8897;27,7042
1121;0,2017;-0,0505;-12746,0746;2733,0984;2430,7440;default broker;5730,4312;0,0000;0,0000;1228,7573;1228,6075;-0,0000;IS3;-10714,0683;0,0000;0,0000;-2297,3821;-2297,1020;-0,0000;VidyutVanika;-7466,0406;1200,0000;1200,0000;-1600,9183;-1600,9183;270,8341;TUC_TAC22;-296,3969;138,8354;138,8354;-63,5554;-63,5554;31,1871
1122;0,1561;-0,0463;-12415,0200;2091,8932;2066,7257;default broker;5159,1757;0,0000;0,0000;869,3054;869,3054;-0,0000;IS3;-8442,7141;0,0000;0,0000;-1422,5717;-1422,5717;-0,0000;VidyutVanika;-9705,3945;294,6000;0,0000;-1635,3295;-1635,3295;-0,0000;TUC_TAC22;573,9128;139,2214;139,2214;96,7026;96,7026;25,1674
1123;0,1719;-0,0428;-14629,8592;2728,5037;0,0000;default broker;5303,3529;0,0000;0,0000;989,0880;989,0880;-0,0000;IS3;-8615,3242;0,0000;0,0000;-1606,7785;-1606,7785;-0,0000;VidyutVanika;-10603,5617;293,2500;0,0000;-1977,5896;-1977,5896;-0,0000;TUC_TAC22;-714,3262;139,2214;139,2214;-133,2235;-133,2235;27,9825
1124;0,2801;-0,0548;-19685,7408;5901,5781;5764,0313;default broker;5754,9000;0,0000;0,0000;1725,2585;1725,2347;-0,0000;IS3;-7955,4045;0,0000;0,0000;-2384,9466;-2384,9138;-0,0000;VidyutVanika;-14470,7086;291,9000;291,9000;-4338,1663;-4338,1663;93,0883;TUC_TAC22;-3014,5276;139,2214;139,2214;-903,7237;-903,7237;44,3771
1125;0,1566;-0,0366;-22594,1689;4048,7579;4020,6839;default broker;4969,0615;0,0000;0,0000;890,4300;890,4300;-0,0000;IS3;-11395,2146;0,0000;0,0000;-2041,9634;-2041,9634;-0,0000;VidyutVanika;-14813,7485;0,0000;0,0000;-2654,5469;-2654,5469;-0,0000;TUC_TAC22;-1354,2673;139,2214;139,2214;-242,6777;-242,6777;28,0740
1126;0,2677;-0,0592;-23609,9248;6877,1670;6833,3466;default broker;4738,0686;0,0000;0,0000;1380,1183;1380,1183;-0,0000;IS3;-11130,0305;0,0000;0,0000;-3241,9874;-3241,9874;-0,0000;VidyutVanika;-13682,2977;0,0000;0,0000;-3985,4192;-3985,4192;-0,0000;TUC_TAC22;-3535,6652;139,2214;139,2214;-1029,8788;-1029,8788;43,8204
1127;0,1434;-0,0357;-22977,1017;3822,5259;3796,1852;default broker;4867,5997;0,0000;0,0000;809,7856;809,7856;-0,0000;IS3;-11479,6887;0,0000;0,0000;-1909,7886;-1909,7886;-0,0000;VidyutVanika;-15037,5959;0,0000;0,0000;-2501,6906;-2501,6906;-0,0000;TUC_TAC22;-1327,4167;139,2214;139,2214;-220,8322;-220,8322;26,3407
1128;0,1617;-0,0393;-22547,0280;4153,8391;4125,0707;default broker;4568,6917;0,0000;0,0000;841,6901;841,6901;-0,0000;IS3;-8081,9718;0,0000;0,0000;-1488,9417;-1488,9417;-0,0000;VidyutVanika;-17589,4772;0,0000;0,0000;-3240,5095;-3240,5095;-0,0000;TUC_TAC22;-1444,2708;139,2214;139,2214;-266,0780;-266,0780;28,7684
1129;0,1618;-0,0406;-18205,6444;3277,7973;3250,2162;default broker;4058,1394;0,0000;0,0000;730,6392;730,6392;-0,0000;IS3;-4951,6542;0,0000;0,0000;-891,5103;-891,5103;-0,0000;VidyutVanika;-16918,5901;0,0000;0,0000;-3046,0723;-3046,0723;-0,0000;TUC_TAC22;-393,5395;139,2214;139,2214;-70,8540;-70,8540;27,5811
1130;0,1468;-0,0356;-18101,8096;2985,0202;2959,5615;default broker;4013,5982;0,0000;0,0000;661,8494;661,8494;-0,0000;IS3;-6362,9138;0,0000;0,0000;-1049,2556;-1049,2556;-0,0000;VidyutVanika;-15224,5816;0,0000;0,0000;-2510,5602;-2510,5602;-0,0000;TUC_TAC22;-527,9125;139,2214;139,2214;-87,0537;-87,0537;25,4586
1131;0,1400;-0,0360;-15362,3085;2386,1287;2362,3849;default broker;3813,0503;0,0000;0,0000;592,2566;592,2566;-0,0000;IS3;-5083,0047;0,0000;0,0000;-789,5105;-789,5105;-0,0000;VidyutVanika;-13491,3071;0,0000;0,0000;-2095,5180;-2095,5180;-0,0000;TUC_TAC22;-601,0471;139,2214;139,2214;-93,3568;-93,3568;23,7437
1132;0,1377;-0,0355;-14026,1498;2128,6812;2105,6189;default broker;3749,9807;0,0000;0,0000;569,1165;569,1165;-0,0000;IS3;-6258,9079;0,0000;0,0000;-949,8843;-949,8843;-0,0000;VidyutVanika;-11331,8317;0,0000;0,0000;-1719,7775;-1719,7775;-0,0000;TUC_TAC22;-185,3909;139,2214;139,2214;-28,1359;-28,1359;23,0623
1133;0,1413;-0,0404;-14920,4307;2330,5495;2306,7454;default broker;4260,4356;0,0000;0,0000;665,4738;665,4738;-0,0000;IS3;-8581,8280;0,0000;0,0000;-1340,4690;-1340,4690;-0,0000;VidyutVanika;-10284,8550;0,0000;0,0000;-1606,4793;-1606,4793;-0,0000;TUC_TAC22;-314,1833;139,2214;139,2214;-49,0750;-49,0750;23,8040
1134;0,1582;-0,0496;-15895,7303;2767,7228;2741,2883;default broker;4204,2803;0,0000;0,0000;732,0382;732,0382;-0,0000;IS3;-10219,7301;0,0000;0,0000;-1779,4325;-1779,4325;-0,0000;VidyutVanika;-8501,6220;0,0000;0,0000;-1480,2801;-1480,2801;-0,0000;TUC_TAC22;-1378,6586;139,2214;139,2214;-240,0484;-240,0484;26,4345
1135;0,2603;-0,0571;-15054,6335;4145,7166;4105,3016;default broker;4867,3828;0,0000;0,0000;1340,3707;1340,3707;-0,0000;IS3;-14050,7614;0,0000;0,0000;-3869,2722;-3869,2722;-0,0000;VidyutVanika;-6562,9156;0,0000;0,0000;-1807,2833;-1807,2833;-0,0000;TUC_TAC22;691,6606;139,2214;139,2214;190,4682;190,4682;40,4151
1136;0,2205;-0,0551;897,5842;48,6844;-0,0000;default broker;5017,2547;0,0000;0,0000;-272,1327;272,1327;-0,0000;IS3;-1575,7627;0,0000;0,0000;85,4684;85,4684;-0,0000;VidyutVanika;-3166,1133;-1200,0000;-897,5842;171,7280;-171,7280;-48,6844;TUC_TAC22;622,2056;-53,3302;0,0000;-33,7480;33,7480;-0,0000
1137;0,1500;-0,0429;16489,9070;435,5993;-0,0000;default broker;5268,1263;0,0000;0,0000;-139,1634;139,1634;-0,0000;IS3;13071,8439;0,0000;0,0000;-345,3073;345,3073;-0,0000;VidyutVanika;-3069,2567;-1200,0000;-1200,0000;81,0778;-81,0778;-13,3514;TUC_TAC22;1219,1935;-49,5369;0,0000;-32,2064;32,2064;-0,0000
1138;0,1501;-0,0508;14875,3051;533,6470;517,3943;default broker;5182,8745;0,0000;0,0000;-185,9340;185,9340;-0,0000;IS3;11211,6506;0,0000;0,0000;-402,2145;402,2145;-0,0000;VidyutVanika;-3828,3999;-747,3632;-747,3632;137,3427;-137,3427;-16,2527;TUC_TAC22;2309,1799;-50,1717;0,0000;-82,8411;82,8411;-0,0000
1139;0,1641;-0,0394;14132,2234;357,4623;-0,0000;default broker;5094,6200;0,0000;0,0000;-128,8640;128,8640;-0,0000;IS3;11527,2864;0,0000;0,0000;-291,5726;291,5726;-0,0000;VidyutVanika;-4937,5483;-1,4211;-1,4211;124,8910;-124,8910;-0,0159;TUC_TAC22;2447,8652;-53,1783;0,0000;-61,9166;61,9166;-0,0000
1140;0,1452;-0,0388;-1484,8479;217,8095;197,2001;default broker;4915,7869;0,0000;0,0000;721,0875;721,0875;-0,0000;IS3;125,6173;0,0000;0,0000;18,4266;18,4266;-0,0000;VidyutVanika;-5285,3664;1200,0000;0,0000;-775,3004;-775,3004;-0,0000;TUC_TAC22;-1240,8858;139,2214;139,2214;-182,0232;-182,0232;20,6095
1141;0,1442;-0,0357;7811,4446;217,7621;217,7051;default broker;5524,1620;0,0000;0,0000;-153,9988;153,9988;-0,0000;IS3;10237,0759;0,0000;0,0000;-285,3822;285,3822;-0,0000;VidyutVanika;-8545,1742;-2,8421;-2,8421;238,2165;-238,2165;-0,0570;TUC_TAC22;595,3809;-47,7573;0,0000;-16,5976;16,5976;-0,0000
1142;0,1329;-0,0476;-24818,5837;3913,4724;3214,3673;default broker;5377,6326;0,0000;0,0000;847,9620;760,3999;-0,0000;IS3;-22383,9255;0,0000;0,0000;-3529,5678;-3165,0981;-0,0000;VidyutVanika;-7708,7974;1200,0000;0,0000;-1215,5474;-1090,0277;-0,0000;TUC_TAC22;-103,4934;207,7062;207,7062;-16,3192;-14,2802;123,5733
1143;0,1601;-0,0474;-16034,1137;2824,1473;2771,2653;default broker;6026,1567;0,0000;0,0000;1061,4091;1061,4091;-0,0000;IS3;-14594,2343;0,0000;0,0000;-2570,5361;-2570,5361;-0,0000;VidyutVanika;-7638,3496;1200,0000;0,0000;-1345,3706;-1345,3706;-0,0000;TUC_TAC22;172,3135;275,5817;275,5817;30,3502;30,3502;52,8820
1144;0,1391;-0,0476;-15024,7945;2315,4413;2257,7140;default broker;5894,1703;0,0000;0,0000;908,3389;908,3389;-0,0000;IS3;-10540,8691;0,0000;0,0000;-1624,4325;-1624,4325;-0,0000;VidyutVanika;-9886,5185;1200,0000;0,0000;-1523,5918;-1523,5918;-0,0000;TUC_TAC22;-491,5771;342,0051;342,0051;-75,7560;-75,7560;57,7273
1145;0,1413;-0,0496;-18219,6928;2906,4275;2837,8689;default broker;5534,1767;0,0000;0,0000;882,8186;882,8186;-0,0000;IS3;-13189,5037;0,0000;0,0000;-2104,0056;-2104,0056;-0,0000;VidyutVanika;-9950,2312;1200,0000;0,0000;-1587,2729;-1587,2729;-0,0000;TUC_TAC22;-614,1346;386,5626;386,5626;-97,9675;-97,9675;68,5586
1146;0,1562;-0,0502;-14954,9417;2560,2675;2488,4569;default broker;5221,0362;0,0000;0,0000;893,8349;893,8349;-0,0000;IS3;-8276,6524;0,0000;0,0000;-1416,9526;-1416,9526;-0,0000;VidyutVanika;-12012,9968;1200,0000;0,0000;-2056,6102;-2056,6102;-0,0000;TUC_TAC22;113,6713;386,5626;386,5626;19,4604;19,4604;71,8106
1147;0,1515;-0,0498;-18767,1668;3195,0964;3122,1791;default broker;5433,3470;0,0000;0,0000;925,0233;925,0233;-0,0000;IS3;-11630,4354;0,0000;0,0000;-1980,0731;-1980,0731;-0,0000;VidyutVanika;-12306,0335;1200,0000;0,0000;-2095,0932;-2095,0932;-0,0000;TUC_TAC22;-264,0449;386,5626;386,5626;-44,9534;-44,9534;72,9173
1148;0,1432;-0,0487;-14873,3324;2350,6907;2283,9955;default broker;5419,5477;0,0000;0,0000;856,5451;856,5451;-0,0000;IS3;-3937,8978;0,0000;0,0000;-622,3743;-622,3743;-0,0000;VidyutVanika;-15292,5439;1200,0000;0,0000;-2416,9460;-2416,9460;-0,0000;TUC_TAC22;-1062,4383;386,5626;386,5626;-167,9156;-167,9156;66,6952
1149;0,1422;-0,0485;-21925,0563;3599,2094;3527,4254;default broker;4637,1567;0,0000;0,0000;761,2340;761,2340;-0,0000;IS3;-8070,6275;0,0000;0,0000;-1324,8713;-1324,8713;-0,0000;VidyutVanika;-16981,3822;1200,0000;0,0000;-2787,6576;-2787,6576;-0,0000;TUC_TAC22;-1510,2033;386,5626;386,5626;-247,9144;-247,9144;71,7840
1150;0,1335;-0,0469;-21209,9029;3280,3888;2655,5513;default broker;4792,1250;0,0000;0,0000;741,1648;657,4403;-0,0000;IS3;-6933,0729;0,0000;0,0000;-1072,2904;-951,1608;-0,0000;VidyutVanika;-17636,3246;1200,0000;0,0000;-2727,6882;-2419,5592;-0,0000;TUC_TAC22;-1432,6304;386,5626;386,5626;-221,5750;-192,4418;129,9822
1151;0,1416;-0,0484;-27455,1759;4640,5026;0,0000;default broker;4748,7480;0,0000;0,0000;802,6384;802,6384;-0,0000;IS3;-8624,7212;0,0000;0,0000;-1457,7594;-1457,7594;-0,0000;VidyutVanika;-21594,9767;1200,0000;0,0000;-3650,0056;-3650,0056;-0,0000;TUC_TAC22;-1984,2260;386,5626;386,5626;-335,3760;-335,3760;75,8009
1152;0,1221;-0,0461;-22705,7411;3288,7918;1068,1073;default broker;4590,6044;0,0000;0,0000;664,9218;295,9473;-0,0000;IS3;-6218,4849;0,0000;0,0000;-900,7106;-400,8936;-0,0000;VidyutVanika;-20320,6832;1200,0000;0,0000;-2943,3303;-1310,0349;-0,0000;TUC_TAC22;-757,1773;386,5626;386,5626;-109,6726;-45,3261;174,9752
1153;0,1251;-0,0461;-10041,1113;1357,4450;0,0000;default broker;4023,0730;0,0000;0,0000;543,8741;543,8741;-0,0000;IS3;-37,4668;0,0000;0,0000;-5,0651;-5,0651;-0,0000;VidyutVanika;-12804,2438;1200,0000;0,0000;-1730,9893;-1730,9893;-0,0000;TUC_TAC22;-1222,4737;386,5626;0,0000;-165,2646;-165,2646;-0,0000
1154;0,1199;-0,0359;-22096,4859;3137,4220;642,4762;default broker;2780,8642;0,0000;0,0000;394,8476;128,0384;-0,0000;IS3;-3773,2710;0,0000;0,0000;-535,7569;-173,7314;-0,0000;VidyutVanika;-20409,5463;1262,5714;62,5714;-2897,8979;-869,7642;88,1390;TUC_TAC22;-694,5327;323,9912;323,9912;-98,6149;-29,8801;130,9327
1155;0,1271;-0,0468;-21189,1023;3143,0801;1610,3578;default broker;2612,4563;0,0000;0,0000;387,5180;259,8401;-0,0000;IS3;-4619,3751;0,0000;0,0000;-685,2138;-459,4523;-0,0000;VidyutVanika;-18032,2588;1262,5714;62,5714;-2674,8106;-1702,7459;118,5157;TUC_TAC22;-1149,9246;323,9912;323,9912;-170,5738;-108,8662;162,7315
1156;0,1226;-0,0461;-15518,8962;2143,0023;88,0928;default broker;3226,8197;0,0000;0,0000;445,5911;38,3353;-0,0000;IS3;-3721,2131;0,0000;0,0000;-513,8618;-44,2087;-0,0000;VidyutVanika;-14657,6725;1262,5714;62,5714;-2024,0761;-167,1305;18,8384;TUC_TAC22;-366,8303;323,9912;323,9912;-50,6556;-4,3618;58,8937
1157;0,1283;-0,0468;-13780,0368;1957,8142;655,4537;default broker;3747,5205;0,0000;0,0000;532,4332;238,7053;-0,0000;IS3;-6819,2567;0,0000;0,0000;-968,8536;-434,3652;-0,0000;VidyutVanika;-10256,6269;1262,5714;62,5714;-1457,2218;-623,9737;50,2660;TUC_TAC22;-451,6737;323,9912;323,9912;-64,1720;-27,6283;90,9088
1158;0,1512;-0,0505;-18864,0971;3208,6659;3135,7713;default broker;3815,3413;0,0000;0,0000;648,9659;648,9577;-0,0000;IS3;-10760,4294;0,0000;0,0000;-1830,2823;-1830,2592;-0,0000;VidyutVanika;-11404,1677;1262,5714;62,5714;-1939,7782;-1939,7782;11,7789;TUC_TAC22;-514,8413;323,9912;323,9912;-87,5713;-87,5713;61,0752
1159;0,1235;-0,0468;-24502,0732;3626,5209;1558,6829;default broker;3913,9027;0,0000;0,0000;579,2918;351,0629;-0,0000;IS3;-22119,3310;0,0000;0,0000;-3273,8542;-1862,7688;-0,0000;VidyutVanika;-6615,5788;1262,5714;62,5714;-979,1635;-517,5224;153,8918;TUC_TAC22;318,9339;323,9912;323,9912;47,2050;26,8589;198,8884
1160;0,1342;-0,0491;-12655,5869;1858,1375;1372,6056;default broker;4042,4777;0,0000;0,0000;593,5307;492,7514;-0,0000;IS3;-13686,7488;0,0000;0,0000;-2009,5363;-1641,0440;-0,0000;VidyutVanika;-3204,4832;1262,5714;62,5714;-470,4934;-377,1540;37,0765;TUC_TAC22;193,1674;323,9912;323,9912;28,3615;23,1608;78,6664
1161;0,1303;-0,0468;-20693,7953;3124,5130;2764,9385;default broker;4204,4465;0,0000;0,0000;634,8206;589,7552;-0,0000;IS3;-21918,4413;0,0000;0,0000;-3309,4197;-3074,4865;-0,0000;VidyutVanika;-3006,6676;1262,5714;62,5714;-453,9705;-415,6123;53,0815;TUC_TAC22;26,8671;0,0000;0,0000;4,0566;3,7686;-0,0000
1162;0,1456;-0,0417;-3012,5295;447,7720;389,2996;default broker;4203,8288;0,0000;0,0000;624,8426;624,7861;-0,0000;IS3;-4923,1877;0,0000;0,0000;-731,7657;-731,7657;-0,0000;VidyutVanika;-3361,4539;1262,5714;62,5714;-499,6349;-499,6349;9,4444;TUC_TAC22;1068,2833;323,9912;323,9912;158,7860;158,7860;48,9875
1163;0,1450;-0,0356;788,6556;27,4621;26,3971;default broker;4333,8800;0,0000;0,0000;-150,9116;150,9116;-0,0000;IS3;-302,6703;0,0000;0,0000;10,5394;-9,7220;-0,0000;VidyutVanika;-3292,5429;-31,2632;-31,2632;114,6508;-114,6508;-1,0649;TUC_TAC22;49,9889;-51,6078;0,0000;-1,7407;1,7407;-0,0000
1164;0,1233;-0,0360;1492,6514;51,5186;51,4717;default broker;4404,0758;0,0000;0,0000;-152,0060;152,0060;-0,0000;IS3;2684,0058;0,0000;0,0000;-92,6380;92,6380;-0,0000;VidyutVanika;-5284,7476;-1,4211;-1,4211;182,4022;-182,4022;-0,0469;TUC_TAC22;-310,6826;-46,8941;0,0000;10,7232;-10,7036;-0,0000
1165;0,1318;-0,0361;6743,4027;198,1649;198,1327;default broker;5120,6702;0,0000;0,0000;-150,4785;150,4785;-0,0000;IS3;11730,1009;0,0000;0,0000;-344,7064;344,7064;-0,0000;VidyutVanika;-10197,7717;-1,4211;-1,4211;299,6766;-299,6766;-0,0322;TUC_TAC22;90,4034;-49,5828;0,0000;-2,6566;2,6566;-0,0000
1166;0,1132;-0,0453;-23432,9666;3202,0367;0,0000;default broker;4895,5426;0,0000;0,0000;668,9596;163,9775;-0,0000;IS3;-17821,7343;0,0000;0,0000;-2435,2805;-596,9437;-0,0000;VidyutVanika;-9403,2889;1262,5714;62,5714;-1284,9280;-284,4922;87,1656;TUC_TAC22;-1103,4860;323,9912;0,0000;-150,7877;-36,9616;-0,0000
1167;0,1234;-0,0476;-26368,5608;3948,1027;1850,6242;default broker;5179,0919;0,0000;0,0000;775,4533;506,5071;-0,0000;IS3;-16198,3773;0,0000;0,0000;-2425,3450;-1584,1761;-0,0000;VidyutVanika;-14493,8054;1262,5714;62,5714;-2170,1234;-1325,1489;180,6923;TUC_TAC22;-855,4700;218,3343;218,3343;-128,0875;-78,3530;208,0778
1168;0,1232;-0,0411;-15984,1979;2225,5108;253,1825;default broker;5420,8225;0,0000;0,0000;754,7516;138,1585;-0,0000;IS3;-6736,9920;0,0000;0,0000;-938,0044;-171,7032;-0,0000;VidyutVanika;-13543,2490;1262,5714;62,5714;-1885,6527;-325,3272;34,8583;TUC_TAC22;-1124,7795;282,8395;282,8395;-156,6052;-27,4470;68,9714
1169;0,1277;-0,0415;-9508,1871;1304,5644;0,0000;default broker;4916,5041;0,0000;0,0000;674,5656;348,9528;-0,0000;IS3;-5635,2156;0,0000;0,0000;-773,1759;-399,9640;-0,0000;VidyutVanika;-8373,2756;1262,5714;62,5714;-1148,8496;-594,8282;8,5763;TUC_TAC22;-416,2000;323,9912;78,1716;-57,1044;-0,9671;11,4529
1170;0,1457;-0,0508;-11157,9096;1749,9898;1710,9076;default broker;4592,6145;0,0000;0,0000;720,2988;720,2900;-0,0000;IS3;-4009,6150;0,0000;0,0000;-628,8620;-628,8543;-0,0000;VidyutVanika;-11116,6963;1262,5714;62,5714;-1743,5260;-1743,5260;10,4865;TUC_TAC22;-624,2128;170,3888;170,3888;-97,9006;-97,9006;28,5743
1171;0,1396;-0,0504;-17615,2647;2768,7569;2715,7104;default broker;6183,2499;0,0000;0,0000;971,8795;971,8689;-0,0000;IS3;-9864,8393;0,0000;0,0000;-1550,5496;-1550,5496;-0,0000;VidyutVanika;-14063,6838;1262,5714;62,5714;-2210,5215;-2210,5215;10,9030;TUC_TAC22;130,0085;241,4360;241,4360;20,4347;20,4347;42,1132
1172;0,1274;-0,0484;-14089,2523;1993,3396;569,8607;default broker;6381,5908;0,0000;0,0000;902,8639;355,3919;-0,0000;IS3;-6269,0799;0,0000;0,0000;-886,9459;-334,4692;-0,0000;VidyutVanika;-14276,9507;1262,5714;62,5714;-2019,8950;-719,6480;48,7582;TUC_TAC22;75,1876;314,6562;314,6562;10,6375;4,0114;87,8796
1173;0,1388;-0,0487;-24273,2859;3957,4315;3885,1740;default broker;5815,8344;0,0000;0,0000;948,1933;948,1836;-0,0000;IS3;-8966,5328;0,0000;0,0000;-1461,8721;-1461,8571;-0,0000;VidyutVanika;-20696,6692;1262,5714;62,5714;-3374,3125;-3374,3125;11,6758;TUC_TAC22;-425,9183;323,9912;323,9912;-69,4402;-69,4402;60,5412
1174;0,1420;-0,0496;-20149,9645;3267,9157;3197,5833;default broker;5637,9492;0,0000;0,0000;914,3610;914,3497;-0,0000;IS3;-5595,3996;0,0000;0,0000;-907,4604;-907,4491;-0,0000;VidyutVanika;-19986,3460;1262,5714;62,5714;-3241,3801;-3241,3801;11,3642;TUC_TAC22;-206,1682;323,9912;323,9912;-33,4363;-33,4363;58,9277
1175;0,1290;-0,0480;-27482,3660;4301,7753;2978,9434;default broker;4379,7153;0,0000;0,0000;685,5506;583,5486;-0,0000;IS3;-7144,9112;0,0000;0,0000;-1118,3827;-951,9803;-0,0000;VidyutVanika;-24180,5539;1262,5714;62,5714;-3784,9474;-3088,1275;164,4283;TUC_TAC22;-536,6163;323,9912;323,9912;-83,9958;-68,6138;212,4314
1176;0,1253;-0,0476;-27143,9834;4138,1935;2294,3161;default broker;4627,8765;0,0000;0,0000;705,5357;521,5153;-0,0000;IS3;-9386,0344;0,0000;0,0000;-1430,9332;-1057,7120;-0,0000;VidyutVanika;-21770,2261;1262,5714;62,5714;-3318,9458;-2312,3301;188,4544;TUC_TAC22;-615,5994;247,3412;247,3412;-93,8502;-65,4846;221,5813
1177;0,1195;-0,0464;-19834,3330;2763,3641;260,1040;default broker;4094,7851;0,0000;0,0000;570,4947;93,5324;-0,0000;IS3;-481,5057;0,0000;0,0000;-67,0845;-10,9985;-0,0000;VidyutVanika;-22478,5709;1262,5714;62,5714;-3131,7653;-478,7004;42,8179;TUC_TAC22;-969,0416;323,9912;323,9912;-135,0091;-21,0855;84,3235
1178;0,1137;-0,0457;-20252,3695;2712,1338;0,0000;default broker;4037,8368;0,0000;0,0000;540,7344;540,7344;-0,0000;IS3;-1284,0844;0,0000;0,0000;-171,9606;-171,9606;-0,0000;VidyutVanika;-5630,0355;1200,0000;0,0000;-753,9567;-753,9567;-0,0000;TUC_TAC22;-17376,0864;386,5626;0,0000;-2326,9510;-2326,9510;-0,0000
1179;0,1120;-0,0453;-13732,3747;1727,0483;0,0000;default broker;3803,8711;0,0000;0,0000;478,3928;478,3928;-0,0000;IS3;419,2101;0,0000;0,0000;52,7218;52,7218;-0,0000;VidyutVanika;-2204,5165;1200,0000;0,0000;-277,2504;-277,2504;-0,0000;TUC_TAC22;-15750,9394;386,5626;0,0000;-1980,9126;-1980,9126;-0,0000
1180;0,1229;-0,0381;-15088,4171;2082,2556;76,1624;default broker;3760,2263;0,0000;0,0000;518,9247;39,5459;-0,0000;IS3;-2275,3573;0,0000;0,0000;-314,0074;-23,9297;-0,0000;VidyutVanika;-922,7164;1200,0000;0,0000;-127,3382;-9,7041;-0,0000;TUC_TAC22;-15650,5697;386,5626;386,5626;-2159,8346;-162,1466;66,8605
1181;0,1230;-0,0468;-12955,7645;1761,2950;0,0000;default broker;3216,1986;0,0000;0,0000;437,2320;437,2320;-0,0000;IS3;-3217,2334;0,0000;0,0000;-437,3727;-437,3727;-0,0000;VidyutVanika;1573,3215;1200,0000;0,0000;213,8881;213,8881;-0,0000;TUC_TAC22;-14528,0512;386,5626;0,0000;-1975,0424;-1975,0424;-0,0000
1182;0,1204;-0,0464;-14331,0519;1931,2250;0,0000;default broker;4316,9028;0,0000;0,0000;581,7375;581,7375;-0,0000;IS3;-4830,2346;0,0000;0,0000;-650,9131;-650,9131;-0,0000;VidyutVanika;-2906,3879;1200,0000;0,0000;-391,6592;-391,6592;-0,0000;TUC_TAC22;-10911,3322;273,3570;0,0000;-1470,3902;-1470,3902;-0,0000
1183;0,1257;-0,0476;-21933,1674;3237,7722;1527,0176;default broker;4931,2146;0,0000;0,0000;727,9455;430,3474;-0,0000;IS3;-18641,9387;0,0000;0,0000;-2751,9214;-1626,8830;-0,0000;VidyutVanika;-1833,7016;1200,0000;0,0000;-270,6909;-160,0272;-0,0000;TUC_TAC22;-6388,7416;198,1755;198,1755;-943,1055;-523,8770;151,4050
1184;0,1364;-0,0365;-1762,8918;243,6442;121,7876;default broker;4699,9242;0,0000;0,0000;649,5629;426,1538;-0,0000;IS3;-9589,7350;0,0000;0,0000;-1325,3695;-869,5252;-0,0000;VidyutVanika;6798,5999;1200,0000;0,0000;939,6148;616,4460;-0,0000;TUC_TAC22;-3671,6809;260,6677;260,6677;-507,4524;-332,1178;36,9645
1185;0,1367;-0,0490;2870,0479;132,3203;131,0908;default broker;4698,9551;0,0000;0,0000;-216,6400;212,6139;-0,0000;IS3;-2634,4981;0,0000;0,0000;121,4606;-119,2033;-0,0000;VidyutVanika;5187,1339;-28,4211;-28,4211;-239,1470;239,1470;-1,2296;TUC_TAC22;-4381,5430;-66,6289;0,0000;202,0061;-198,2519;-0,0000
1186;0,1285;-0,0356;-6136,6673;826,0681;0,0000;default broker;4929,8076;0,0000;0,0000;663,6105;663,6105;-0,0000;IS3;-15103,1202;0,0000;0,0000;-2033,0588;-2033,0588;-0,0000;VidyutVanika;8194,1590;1200,0000;0,0000;1103,0308;1103,0308;-0,0000;TUC_TAC22;-4157,5137;197,1271;0,0000;-559,6506;-559,6506;-0,0000
1187;0,1320;-0,0357;-23305,8671;3620,0227;2801,8901;default broker;4923,9063;0,0000;0,0000;764,8140;657,2727;-0,0000;IS3;-31518,5583;0,0000;0,0000;-4895,6726;-4207,2869;-0,0000;VidyutVanika;7381,0126;1200,0000;0,0000;1146,4681;985,2620;-0,0000;TUC_TAC22;-4092,2277;201,0203;201,0203;-635,6321;-530,4401;126,9514
1188;0,1306;-0,0363;-11970,3718;1706,3644;743,3990;default broker;5148,5689;0,0000;0,0000;733,9233;380,7649;-0,0000;IS3;-19265,8985;0,0000;0,0000;-2746,3343;-1424,8189;-0,0000;VidyutVanika;7363,9482;1200,0000;0,0000;1049,7234;544,6044;-0,0000;TUC_TAC22;-5216,9904;260,8062;260,8062;-743,6767;-371,7958;74,1129
1189;0,1092;-0,0442;5344,8862;207,9276;207,7368;default broker;5149,4302;0,0000;0,0000;-200,3239;199,9563;-0,0000;IS3;3144,3650;0,0000;0,0000;-122,3226;122,0981;-0,0000;VidyutVanika;3656,4243;-5,6842;-5,6842;-142,2428;142,2428;-0,1908;TUC_TAC22;-6605,3333;-66,2404;0,0000;256,9617;-256,4902;-0,0000
1190;0,1405;-0,0459;-3169,9686;455,3869;426,1158;default broker;5748,7700;0,0000;0,0000;825,8488;825,8488;-0,0000;IS3;6521,3663;0,0000;0,0000;936,8373;936,8373;-0,0000;VidyutVanika;-4636,2842;1200,0000;0,0000;-666,0328;-666,0328;-0,0000;TUC_TAC22;-10803,8208;199,6300;199,6300;-1552,0402;-1552,0402;29,2711
